LOC_Os01g01430
LOC_Os01g57020
LOC_Os01g57580
LOC_Os01g57650
LOC_Os01g57890
LOC_Os01g58420
LOC_Os01g58760
LOC_Os01g59350
LOC_Os01g59620
LOC_Os01g59640
LOC_Os01g59660
LOC_Os01g59760
LOC_Os01g59780
LOC_Os01g60020
LOC_Os01g60270
LOC_Os01g60490
LOC_Os01g60520
LOC_Os01g60540
LOC_Os01g60600
LOC_Os01g60640
LOC_Os01g60960
LOC_Os01g61080
LOC_Os01g61480
LOC_Os01g61890
LOC_Os01g62130
LOC_Os01g62190
LOC_Os01g62310
LOC_Os01g62410
LOC_Os01g62510
LOC_Os01g62514
LOC_Os01g62660
LOC_Os01g62920
LOC_Os01g63160
LOC_Os01g63460
LOC_Os01g63510
LOC_Os01g63680
LOC_Os01g63980
LOC_Os01g64000
LOC_Os01g64020
LOC_Os01g64310
LOC_Os01g64360
LOC_Os01g64560
LOC_Os01g64590
LOC_Os01g64730
LOC_Os01g64790
LOC_Os01g65080
LOC_Os01g65370
LOC_Os01g65730
LOC_Os01g66030
LOC_Os01g66120
LOC_Os01g66270
LOC_Os01g66290
LOC_Os01g66490
LOC_Os01g66570
LOC_Os01g66590
LOC_Os01g67410
LOC_Os01g67480
LOC_Os01g67770
LOC_Os01g67830
LOC_Os01g67890
LOC_Os01g67970
LOC_Os01g68160
LOC_Os01g68370
LOC_Os01g68560
LOC_Os01g68700
LOC_Os01g69830
LOC_Os01g69850
LOC_Os01g69910
LOC_Os01g69980
LOC_Os01g70110
LOC_Os01g70220
LOC_Os01g70230
LOC_Os01g70270
LOC_Os01g70310
LOC_Os01g70810
LOC_Os01g70870
LOC_Os01g71790
LOC_Os01g72370
LOC_Os01g73770
LOC_Os01g74020
LOC_Os01g74140
LOC_Os01g74410
LOC_Os01g74440
LOC_Os01g74540
LOC_Os01g74590
LOC_Os02g01090
LOC_Os02g01355
LOC_Os02g01365
LOC_Os02g01380
LOC_Os02g02370
LOC_Os02g02424
LOC_Os02g02480
LOC_Os02g02820
LOC_Os02g03580
LOC_Os02g03960
LOC_Os02g04340
LOC_Os02g04640
LOC_Os02g04680
LOC_Os02g04810
LOC_Os02g05450
LOC_Os02g05510
LOC_Os02g05640
LOC_Os02g06330
LOC_Os02g06860
LOC_Os02g06910
LOC_Os02g06950
LOC_Os02g07170
LOC_Os02g07430
LOC_Os02g07770
LOC_Os02g07780
LOC_Os02g07800
LOC_Os02g07840
LOC_Os02g08070
LOC_Os02g08440
LOC_Os02g08500
LOC_Os02g08510
LOC_Os02g08540
LOC_Os02g08544
LOC_Os02g09480
LOC_Os02g09650
LOC_Os02g09830
LOC_Os02g10060
LOC_Os02g10140
LOC_Os02g10420
LOC_Os02g10760
LOC_Os02g10860
LOC_Os02g12310
LOC_Os02g12790
LOC_Os02g12820
LOC_Os02g13310
LOC_Os02g13670
LOC_Os02g13710
LOC_Os02g13800
LOC_Os02g14490
LOC_Os02g14910
LOC_Os02g15340
LOC_Os02g15350
LOC_Os02g15760
LOC_Os02g15810
LOC_Os02g16540
LOC_Os02g16680
LOC_Os02g17190
LOC_Os02g17460
LOC_Os02g18460
LOC_Os02g18470
LOC_Os02g18660
LOC_Os02g22020
LOC_Os02g23823
LOC_Os02g25820
LOC_Os02g25830
LOC_Os02g26430
LOC_Os02g27060
LOC_Os02g29340
LOC_Os02g29550
LOC_Os02g30700
LOC_Os02g31160
LOC_Os02g31890
LOC_Os02g32040
LOC_Os02g32140
LOC_Os02g32590
LOC_Os02g33430
LOC_Os02g33560
LOC_Os02g33610
LOC_Os02g33770
LOC_Os02g34260
LOC_Os02g34270
LOC_Os02g34320
LOC_Os02g34370
LOC_Os02g34630
LOC_Os02g34680
LOC_Os02g34850
LOC_Os02g34970
LOC_Os02g35140
LOC_Os02g35240
LOC_Os02g35460
LOC_Os02g35660
LOC_Os02g35690
LOC_Os02g35770
LOC_Os02g36360
LOC_Os02g36510
LOC_Os02g36880
LOC_Os02g36890
LOC_Os02g36924
LOC_Os02g38090
LOC_Os02g38130
LOC_Os02g38470
LOC_Os02g39140
LOC_Os02g39800
LOC_Os02g40070
LOC_Os02g40530
LOC_Os02g40770
LOC_Os02g41450
LOC_Os02g41510
LOC_Os02g41800
LOC_Os02g42380
LOC_Os02g42585
LOC_Os02g42850
LOC_Os02g42870
LOC_Os02g42950
LOC_Os02g42970
LOC_Os02g43150
LOC_Os02g43300
LOC_Os02g43330
LOC_Os02g43560
LOC_Os02g43790
LOC_Os02g43820
LOC_Os02g43940
LOC_Os02g43970
LOC_Os02g44120
LOC_Os02g44130
LOC_Os02g44930
LOC_Os02g45054
LOC_Os02g45080
LOC_Os02g45200
LOC_Os02g45250
LOC_Os02g45420
LOC_Os02g45450
LOC_Os02g45570
LOC_Os02g45670
LOC_Os02g45770
LOC_Os02g45850
LOC_Os02g46030
LOC_Os02g46560
LOC_Os02g46780
LOC_Os02g46940
LOC_Os02g47060
LOC_Os02g47190
LOC_Os02g47280
LOC_Os02g47660
LOC_Os02g47744
LOC_Os02g47770
LOC_Os02g47810
LOC_Os02g47900
LOC_Os02g48060
LOC_Os02g48270
LOC_Os02g48370
LOC_Os02g49250
LOC_Os02g49326
LOC_Os02g49440
LOC_Os02g49480
LOC_Os02g49560
LOC_Os02g49700
LOC_Os02g49840
LOC_Os02g49986
LOC_Os02g50100
LOC_Os02g50630
LOC_Os02g51090
LOC_Os02g51280
LOC_Os02g51300
LOC_Os02g51310
LOC_Os02g51320
LOC_Os02g51670
LOC_Os02g51799
LOC_Os02g52190
LOC_Os02g52340
LOC_Os02g52670
LOC_Os02g52780
LOC_Os02g52950
LOC_Os02g53100
LOC_Os02g53150
LOC_Os02g53360
LOC_Os02g53620
LOC_Os02g53670
LOC_Os02g53690
LOC_Os02g54050
LOC_Os02g54160
LOC_Os02g54520
LOC_Os02g55250
LOC_Os02g55320
LOC_Os02g55380
LOC_Os02g56140
LOC_Os02g56250
LOC_Os02g56600
LOC_Os02g57270
LOC_Os02g57490
LOC_Os02g57550
LOC_Os02g57650
LOC_Os02g57790
LOC_Os02g57820
LOC_Os02g58670
LOC_Os03g01870
LOC_Os03g01890
LOC_Os03g02240
LOC_Os03g02800
LOC_Os03g02900
LOC_Os03g03000
LOC_Os03g03100
LOC_Os03g03164
LOC_Os03g03260
LOC_Os03g03540
LOC_Os03g03550
LOC_Os03g03760
LOC_Os03g03850
LOC_Os03g03900
LOC_Os03g04070
LOC_Os03g04310
LOC_Os03g04900
LOC_Os03g05160
LOC_Os03g05480
LOC_Os03g05500
LOC_Os03g05510
LOC_Os03g05590
LOC_Os03g05690
LOC_Os03g05760
LOC_Os03g06630
LOC_Os03g06850
LOC_Os03g06920
LOC_Os03g06930
LOC_Os03g07360
LOC_Os03g07450
LOC_Os03g07540
LOC_Os03g07830
LOC_Os03g07880
LOC_Os03g07940
LOC_Os03g08460
LOC_Os03g08470
LOC_Os03g08490
LOC_Os03g08500
LOC_Os03g08620
LOC_Os03g08754
LOC_Os03g08930
LOC_Os03g08960
LOC_Os03g09100
LOC_Os03g09170
LOC_Os03g10140
LOC_Os03g10210
LOC_Os03g10770
LOC_Os03g11370
LOC_Os03g11600
LOC_Os03g11614
LOC_Os03g12120
LOC_Os03g12350
LOC_Os03g12370
LOC_Os03g12760
LOC_Os03g12860
LOC_Os03g12940
LOC_Os03g12950
LOC_Os03g13310
LOC_Os03g13400
LOC_Os03g13600
LOC_Os03g13614
LOC_Os03g13790
LOC_Os03g14270
LOC_Os03g14810
LOC_Os03g14850
LOC_Os03g15440
LOC_Os03g15660
LOC_Os03g15790
LOC_Os03g16700
LOC_Os03g16850
LOC_Os03g17130
LOC_Os03g17150
LOC_Os03g17810
LOC_Os03g18330
LOC_Os03g18340
LOC_Os03g18480
LOC_Os03g19120
LOC_Os03g19370
LOC_Os03g19375
LOC_Os03g19480
LOC_Os03g19630
LOC_Os03g19900
LOC_Os03g20090
LOC_Os03g20310
LOC_Os03g20550
LOC_Os03g20650
LOC_Os03g20780
LOC_Os03g20790
LOC_Os03g20900
LOC_Os03g20910
LOC_Os03g21030
LOC_Os03g21060
LOC_Os03g21240
LOC_Os03g21710
LOC_Os03g21800
LOC_Os03g22170
LOC_Os03g25120
LOC_Os03g25304
LOC_Os03g25430
LOC_Os03g25550
LOC_Os03g26130
LOC_Os03g26210
LOC_Os03g27090
LOC_Os03g27390
LOC_Os03g29614
LOC_Os03g29760
LOC_Os03g31230
LOC_Os03g31240
LOC_Os03g32220
LOC_Os03g32230
LOC_Os03g33012
LOC_Os03g33090
LOC_Os03g37670
LOC_Os03g38210
LOC_Os03g38610
LOC_Os03g38870
LOC_Os03g39050
LOC_Os03g39100
LOC_Os03g39432
LOC_Os03g40710
LOC_Os03g41330
LOC_Os03g41600
LOC_Os03g42100
LOC_Os03g42200
LOC_Os03g42230
LOC_Os03g42240
LOC_Os03g42280
LOC_Os03g42290
LOC_Os03g42370
LOC_Os03g42410
LOC_Os03g42420
LOC_Os03g42430
LOC_Os03g42569
LOC_Os03g42630
LOC_Os03g43730
LOC_Os03g43800
LOC_Os03g43810
LOC_Os03g43930
LOC_Os03g44540
LOC_Os03g44710
LOC_Os03g45194
LOC_Os03g45410
LOC_Os03g45450
LOC_Os03g45750
LOC_Os03g46350
LOC_Os03g46790
LOC_Os03g46860
LOC_Os03g47016
LOC_Os03g47022
LOC_Os03g47036
LOC_Os03g47042
LOC_Os03g47140
LOC_Os03g47200
LOC_Os03g47730
LOC_Os03g47740
LOC_Os03g47970
LOC_Os03g48970
LOC_Os03g49132
LOC_Os03g49880
LOC_Os03g50110
LOC_Os03g50920
LOC_Os03g51110
LOC_Os03g51220
LOC_Os03g51580
LOC_Os03g51690
LOC_Os03g51710
LOC_Os03g51910
LOC_Os03g51970
LOC_Os03g52239
LOC_Os03g52450
LOC_Os03g53020
LOC_Os03g53050
LOC_Os03g53340
LOC_Os03g53960
LOC_Os03g54160
LOC_Os03g54170
LOC_Os03g55080
LOC_Os03g55164
LOC_Os03g55220
LOC_Os03g55540
LOC_Os03g55550
LOC_Os03g55590
LOC_Os03g55610
LOC_Os03g55760
LOC_Os03g55990
LOC_Os03g56010
LOC_Os03g56050
LOC_Os03g56090
LOC_Os03g56110
LOC_Os03g56140
LOC_Os03g56234
LOC_Os03g56580
LOC_Os03g56950
LOC_Os03g57190
LOC_Os03g57670
LOC_Os03g58160
LOC_Os03g58250
LOC_Os03g58330
LOC_Os03g58420
LOC_Os03g58830
LOC_Os03g59460
LOC_Os03g59670
LOC_Os03g59730
LOC_Os03g60080
LOC_Os03g60120
LOC_Os03g60430
LOC_Os03g60560
LOC_Os03g60570
LOC_Os03g60630
LOC_Os03g61249
LOC_Os03g61319
LOC_Os03g61570
LOC_Os03g61650
LOC_Os03g61760
LOC_Os03g62100
LOC_Os03g62230
LOC_Os03g62379
LOC_Os03g62470
LOC_Os03g63750
LOC_Os03g63810
LOC_Os03g63890
LOC_Os03g64260
LOC_Os04g01970
LOC_Os04g02140
LOC_Os04g02510
LOC_Os04g04300
LOC_Os04g08060
LOC_Os04g08290
LOC_Os04g08600
LOC_Os04g09560
LOC_Os04g10260
LOC_Os04g11830
LOC_Os04g18650
LOC_Os04g21950
LOC_Os04g23440
LOC_Os04g23550
LOC_Os04g23910
LOC_Os04g25870
LOC_Os04g27410
LOC_Os04g27960
LOC_Os04g27990
LOC_Os04g28000
LOC_Os04g28090
LOC_Os04g28130
LOC_Os04g28160
LOC_Os04g28280
LOC_Os04g30890
LOC_Os04g31290
LOC_Os04g31730
LOC_Os04g31804
LOC_Os04g31900
LOC_Os04g32590
LOC_Os04g32620
LOC_Os04g32790
LOC_Os04g33950
LOC_Os04g34970
LOC_Os04g34976
LOC_Os04g35010
LOC_Os04g35500
LOC_Os04g35660
LOC_Os04g36054
LOC_Os04g36640
LOC_Os04g36650
LOC_Os04g36790
LOC_Os04g38400
LOC_Os04g38720
LOC_Os04g38740
LOC_Os04g38770
LOC_Os04g39050
LOC_Os04g39470
LOC_Os04g39520
LOC_Os04g39570
LOC_Os04g39960
LOC_Os04g40140
LOC_Os04g40420
LOC_Os04g40930
LOC_Os04g41229
LOC_Os04g41820
LOC_Os04g41850
LOC_Os04g42570
LOC_Os04g42940
LOC_Os04g42950
LOC_Os04g43560
LOC_Os04g43680
LOC_Os04g43910
LOC_Os04g44440
LOC_Os04g44670
LOC_Os04g45020
LOC_Os04g45060
LOC_Os04g45330
LOC_Os04g45340
LOC_Os04g45650
LOC_Os04g45750
LOC_Os04g45810
LOC_Os04g45940
LOC_Os04g45990
LOC_Os04g46020
LOC_Os04g46060
LOC_Os04g46220
LOC_Os04g46240
LOC_Os04g46250
LOC_Os04g46350
LOC_Os04g46384
LOC_Os04g46400
LOC_Os04g46410
LOC_Os04g46440
LOC_Os04g46580
LOC_Os04g46670
LOC_Os04g46680
LOC_Os04g47040
LOC_Os04g47059
LOC_Os04g47080
LOC_Os04g47640
LOC_Os04g47690
LOC_Os04g47750
LOC_Os04g47860
LOC_Os04g47890
LOC_Os04g47990
LOC_Os04g48030
LOC_Os04g48070
LOC_Os04g48350
LOC_Os04g48510
LOC_Os04g49150
LOC_Os04g49230
LOC_Os04g49450
LOC_Os04g50070
LOC_Os04g50090
LOC_Os04g50680
LOC_Os04g50770
LOC_Os04g50920
LOC_Os04g51070
LOC_Os04g51130
LOC_Os04g51190
LOC_Os04g51320
LOC_Os04g51560
LOC_Os04g52090
LOC_Os04g52410
LOC_Os04g52770
LOC_Os04g52810
LOC_Os04g53540
LOC_Os04g53990
LOC_Os04g54474
LOC_Os04g54900
LOC_Os04g55520
LOC_Os04g55560
LOC_Os04g55590
LOC_Os04g55970
LOC_Os04g56150
LOC_Os04g56170
LOC_Os04g56780
LOC_Os04g56850
LOC_Os04g56990
LOC_Os04g57340
LOC_Os04g57530
LOC_Os04g57610
LOC_Os04g58000
LOC_Os04g58010
LOC_Os04g58020
LOC_Os04g58190
LOC_Os04g59380
LOC_Os04g59430
LOC_Os04g59470
LOC_Os05g01256
LOC_Os05g01550
LOC_Os05g02150
LOC_Os05g02390
LOC_Os05g02420
LOC_Os05g02730
LOC_Os05g03020
LOC_Os05g03040
LOC_Os05g03160
LOC_Os05g03550
LOC_Os05g03740
LOC_Os05g03860
LOC_Os05g03865
LOC_Os05g03884
LOC_Os05g03900
LOC_Os05g04210
LOC_Os05g04640
LOC_Os05g04740
LOC_Os05g04820
LOC_Os05g06340
LOC_Os05g06520
LOC_Os05g07010
LOC_Os05g07120
LOC_Os05g07270
LOC_Os05g08970
LOC_Os05g09020
LOC_Os05g09630
LOC_Os05g10620
LOC_Os05g10690
LOC_Os05g11070
LOC_Os05g11380
LOC_Os05g11414
LOC_Os05g14130
LOC_Os05g14370
LOC_Os05g20930
LOC_Os05g23780
LOC_Os05g25260
LOC_Os05g25600
LOC_Os05g25700
LOC_Os05g25770
LOC_Os05g25960
LOC_Os05g26026
LOC_Os05g26049
LOC_Os05g27730
LOC_Os05g27749
LOC_Os05g27930
LOC_Os05g27980
LOC_Os05g28320
LOC_Os05g28350
LOC_Os05g29810
LOC_Os05g32270
LOC_Os05g32880
LOC_Os05g32890
LOC_Os05g33810
LOC_Os05g34050
LOC_Os05g34110
LOC_Os05g34310
LOC_Os05g34450
LOC_Os05g34600
LOC_Os05g34730
LOC_Os05g34830
LOC_Os05g34940
LOC_Os05g35170
LOC_Os05g35500
LOC_Os05g36100
LOC_Os05g36160
LOC_Os05g36900
LOC_Os05g37050
LOC_Os05g37060
LOC_Os05g37080
LOC_Os05g37170
LOC_Os05g37190
LOC_Os05g37640
LOC_Os05g37730
LOC_Os05g38120
LOC_Os05g38140
LOC_Os05g38460
LOC_Os05g38600
LOC_Os05g38620
LOC_Os05g39590
LOC_Os05g39720
LOC_Os05g40060
LOC_Os05g40070
LOC_Os05g40080
LOC_Os05g40280
LOC_Os05g40960
LOC_Os05g41070
LOC_Os05g41166
LOC_Os05g41172
LOC_Os05g41240
LOC_Os05g41280
LOC_Os05g41540
LOC_Os05g41760
LOC_Os05g41780
LOC_Os05g42180
LOC_Os05g43380
LOC_Os05g43760
LOC_Os05g43920
LOC_Os05g43960
LOC_Os05g44400
LOC_Os05g45230
LOC_Os05g45410
LOC_Os05g45954
LOC_Os05g46020
LOC_Os05g46330
LOC_Os05g46370
LOC_Os05g46610
LOC_Os05g47650
LOC_Os05g48010
LOC_Os05g48690
LOC_Os05g48820
LOC_Os05g48850
LOC_Os05g48870
LOC_Os05g48990
LOC_Os05g49010
LOC_Os05g49100
LOC_Os05g49210
LOC_Os05g49240
LOC_Os05g49280
LOC_Os05g49310
LOC_Os05g49420
LOC_Os05g49620
LOC_Os05g49700
LOC_Os05g50130
LOC_Os05g50270
LOC_Os05g50310
LOC_Os05g50340
LOC_Os05g50350
LOC_Os05g50610
LOC_Os05g50700
LOC_Os05g50900
LOC_Os05g50980
LOC_Os05g51040
LOC_Os05g51160
LOC_Os05g51820
LOC_Os05g51830
LOC_Os06g01230
LOC_Os06g01480
LOC_Os06g01670
LOC_Os06g01860
LOC_Os06g01890
LOC_Os06g01934
LOC_Os06g02230
LOC_Os06g02250
LOC_Os06g02560
LOC_Os06g03670
LOC_Os06g03676
LOC_Os06g04090
LOC_Os06g04850
LOC_Os06g04870
LOC_Os06g04960
LOC_Os06g05340
LOC_Os06g05380
LOC_Os06g06360
LOC_Os06g06540
LOC_Os06g06740
LOC_Os06g06750
LOC_Os06g06900
LOC_Os06g06970
LOC_Os06g07020
LOC_Os06g07030
LOC_Os06g07640
LOC_Os06g07650
LOC_Os06g08290
LOC_Os06g08340
LOC_Os06g08440
LOC_Os06g08500
LOC_Os06g09370
LOC_Os06g09390
LOC_Os06g09420
LOC_Os06g09660
LOC_Os06g09717
LOC_Os06g09760
LOC_Os06g09790
LOC_Os06g09810
LOC_Os06g10310
LOC_Os06g10350
LOC_Os06g10470
LOC_Os06g10570
LOC_Os06g10600
LOC_Os06g10710
LOC_Os06g10780
LOC_Os06g10820
LOC_Os06g10880
LOC_Os06g11330
LOC_Os06g11780
LOC_Os06g11860
LOC_Os06g11940
LOC_Os06g11970
LOC_Os06g12210
LOC_Os06g12230
LOC_Os06g12360
LOC_Os06g13670
LOC_Os06g14010
LOC_Os06g14670
LOC_Os06g14700
LOC_Os06g14710
LOC_Os06g15480
LOC_Os06g15690
LOC_Os06g16390
LOC_Os06g16400
LOC_Os06g17410
LOC_Os06g19980
LOC_Os06g20020
LOC_Os06g22030
LOC_Os06g22670
LOC_Os06g22760
LOC_Os06g23030
LOC_Os06g23650
LOC_Os06g23950
LOC_Os06g23980
LOC_Os06g24070
LOC_Os06g29020
LOC_Os06g30090
LOC_Os06g30810
LOC_Os06g30830
LOC_Os06g30860
LOC_Os06g33450
LOC_Os06g33940
LOC_Os06g35140
LOC_Os06g35960
LOC_Os06g36000
LOC_Os06g36480
LOC_Os06g36680
LOC_Os06g36930
LOC_Os06g37410
LOC_Os06g37450
LOC_Os06g39906
LOC_Os06g39960
LOC_Os06g40150
LOC_Os06g40330
LOC_Os06g40710
LOC_Os06g40960
LOC_Os06g41100
LOC_Os06g41730
LOC_Os06g41770
LOC_Os06g42140
LOC_Os06g42630
LOC_Os06g42690
LOC_Os06g42990
LOC_Os06g43090
LOC_Os06g43220
LOC_Os06g43860
LOC_Os06g43870
LOC_Os06g43910
LOC_Os06g44010
LOC_Os06g44750
LOC_Os06g44860
LOC_Os06g45140
LOC_Os06g45310
LOC_Os06g45410
LOC_Os06g45650
LOC_Os06g45840
LOC_Os06g45890
LOC_Os06g46270
LOC_Os06g46410
LOC_Os06g46560
LOC_Os06g47150
LOC_Os06g47590
LOC_Os06g48290
LOC_Os06g48534
LOC_Os06g48950
LOC_Os06g49010
LOC_Os06g49040
LOC_Os06g49840
LOC_Os06g50310
LOC_Os06g50480
LOC_Os06g50600
LOC_Os06g50830
LOC_Os06g50900
LOC_Os06g51070
LOC_Os06g51140
LOC_Os06g51220
LOC_Os06g51260
LOC_Os07g01180
LOC_Os07g01820
LOC_Os07g02060
LOC_Os07g02800
LOC_Os07g03220
LOC_Os07g03250
LOC_Os07g03770
LOC_Os07g04170
LOC_Os07g04510
LOC_Os07g04560
LOC_Os07g04700
LOC_Os07g05010
LOC_Os07g05720
LOC_Os07g06470
LOC_Os07g06620
LOC_Os07g07974
LOC_Os07g08140
LOC_Os07g08420
LOC_Os07g08520
LOC_Os07g08530
LOC_Os07g08540
LOC_Os07g08600
LOC_Os07g09590
LOC_Os07g09740
LOC_Os07g09830
LOC_Os07g09860
LOC_Os07g10410
LOC_Os07g10890
LOC_Os07g12130
LOC_Os07g12210
LOC_Os07g12340
LOC_Os07g12510
LOC_Os07g12820
LOC_Os07g13170
LOC_Os07g13260
LOC_Os07g13920
LOC_Os07g14110
LOC_Os07g17160
LOC_Os07g17180
LOC_Os07g17230
LOC_Os07g22730
LOC_Os07g22770
LOC_Os07g23450
LOC_Os07g24350
LOC_Os07g25150
LOC_Os07g25370
LOC_Os07g25450
LOC_Os07g25710
LOC_Os07g26150
LOC_Os07g27330
LOC_Os07g27340
LOC_Os07g27670
LOC_Os07g28430
LOC_Os07g28840
LOC_Os07g30130
LOC_Os07g30774
LOC_Os07g31410
LOC_Os07g31470
LOC_Os07g32170
LOC_Os07g32510
LOC_Os07g34880
LOC_Os07g35870
LOC_Os07g36460
LOC_Os07g37210
LOC_Os07g37610
LOC_Os07g37920
LOC_Os07g38240
LOC_Os07g38410
LOC_Os07g38750
LOC_Os07g39310
LOC_Os07g39320
LOC_Os07g39480
LOC_Os07g39940
LOC_Os07g39960
LOC_Os07g39970
LOC_Os07g40000
LOC_Os07g40080
LOC_Os07g40570
LOC_Os07g40780
LOC_Os07g40950
LOC_Os07g41370
LOC_Os07g41720
LOC_Os07g42510
LOC_Os07g43030
LOC_Os07g43420
LOC_Os07g43530
LOC_Os07g43580
LOC_Os07g44090
LOC_Os07g44200
LOC_Os07g44640
LOC_Os07g44690
LOC_Os07g44950
LOC_Os07g47330
LOC_Os07g47790
LOC_Os07g48180
LOC_Os07g48200
LOC_Os07g48260
LOC_Os07g48450
LOC_Os07g48550
LOC_Os07g48560
LOC_Os07g48570
LOC_Os07g48596
LOC_Os07g48630
LOC_Os07g48660
LOC_Os07g48820
LOC_Os07g48870
LOC_Os07g49530
LOC_Os08g01090
LOC_Os08g01100
LOC_Os08g01330
LOC_Os08g01700
LOC_Os08g02070
LOC_Os08g02160
LOC_Os08g02300
LOC_Os08g04190
LOC_Os08g04390
LOC_Os08g04840
LOC_Os08g05510
LOC_Os08g05520
LOC_Os08g06110
LOC_Os08g06120
LOC_Os08g06140
LOC_Os08g06240
LOC_Os08g06370
LOC_Os08g06659
LOC_Os08g07440
LOC_Os08g07700
LOC_Os08g07970
LOC_Os08g08160
LOC_Os08g08210
LOC_Os08g08820
LOC_Os08g09690
LOC_Os08g09800
LOC_Os08g09810
LOC_Os08g09840
LOC_Os08g09900
LOC_Os08g10080
LOC_Os08g13840
LOC_Os08g14400
LOC_Os08g14660
LOC_Os08g15020
LOC_Os08g17100
LOC_Os08g17400
LOC_Os08g17640
LOC_Os08g19590
LOC_Os08g19650
LOC_Os08g20580
LOC_Os08g23470
LOC_Os08g23570
LOC_Os08g23880
LOC_Os08g25799
LOC_Os08g25820
LOC_Os08g26880
LOC_Os08g27220
LOC_Os08g27640
LOC_Os08g28214
LOC_Os08g29660
LOC_Os08g30910
LOC_Os08g31080
LOC_Os08g31580
LOC_Os08g32080
LOC_Os08g32085
LOC_Os08g32990
LOC_Os08g33050
LOC_Os08g33150
LOC_Os08g33190
LOC_Os08g33488
LOC_Os08g33530
LOC_Os08g33590
LOC_Os08g33660
LOC_Os08g33670
LOC_Os08g33750
LOC_Os08g33800
LOC_Os08g33910
LOC_Os08g33940
LOC_Os08g34010
LOC_Os08g34360
LOC_Os08g34370
LOC_Os08g34960
LOC_Os08g35240
LOC_Os08g36220
LOC_Os08g36390
LOC_Os08g36450
LOC_Os08g36700
LOC_Os08g36740
LOC_Os08g36790
LOC_Os08g36920
LOC_Os08g37290
LOC_Os08g37400
LOC_Os08g37580
LOC_Os08g37730
LOC_Os08g37810
LOC_Os08g37904
LOC_Os08g37920
LOC_Os08g37970
