geneID	p_val	avg_logFC	pct.1	pct.2	p_val_adj	cluster	gene
AT1G15930	1.73725633951645e-145	1.07028697938564	0.841	0.7	3.95590641071291e-141	0	AT1G15930
AT3G02080	1.00063310167454e-134	0.914916672811241	0.851	0.754	2.2785416358231e-130	0	AT3G02080
AT3G11940	6.04944866849483e-121	0.804285347583345	0.863	0.793	1.37751995630296e-116	0	AT3G11940
AT3G24830	2.46473303592883e-119	0.870467806016173	0.839	0.778	5.61244359611355e-115	0	AT3G24830
AT5G10360	1.20313159759828e-105	0.979698670545026	0.774	0.695	2.73965096089105e-101	0	AT5G10360
AT1G43170	4.56532991827142e-96	0.883807426323423	0.78	0.701	1.03957127568958e-91	0	AT1G43170
AT3G02560	2.13327593317978e-84	0.942708948753057	0.725	0.631	4.85768262744367e-80	0	AT3G02560
AT5G27700	5.61452912587364e-84	0.894752153675646	0.746	0.703	1.27848442725269e-79	0	AT5G27700
AT1G30230	6.81550982394351e-83	0.810292419481952	0.767	0.719	1.55195974201018e-78	0	AT1G30230
AT4G00100	3.38081790066696e-73	0.781318403897101	0.754	0.713	7.69846044160874e-69	0	AT4G00100
AT3G04920	3.94297256691499e-65	0.754389577803715	0.746	0.689	8.97854283212213e-61	0	AT3G04920
AT2G27720	4.78280824748534e-63	0.816199702765466	0.696	0.642	1.08909326603489e-58	0	AT2G27720
AT3G22230	8.15878356534031e-63	0.854000583772148	0.695	0.628	1.85783660566364e-58	0	AT3G22230
AT1G04270	1.24149793867799e-58	0.798772965508666	0.672	0.622	2.82701495616365e-54	0	AT1G04270
AT3G59540	1.32229809814241e-58	0.711248887464997	0.738	0.718	3.01100499928008e-54	0	AT3G59540
AT3G12120	8.75753213364814e-58	0.711464264389716	0.749	0.761	1.99417764215302e-53	0	AT3G12120
AT5G23740	6.05245159782943e-56	0.908689888192191	0.645	0.593	1.37820375334174e-51	0	AT5G23740
AT5G60390	1.68697393003775e-52	0.427146821640871	0.897	0.891	3.84140833608896e-48	0	AT5G60390
AT2G25210	9.51450699903956e-51	0.843796242734146	0.654	0.616	2.1665483887513e-46	0	AT2G25210
AT5G01350	7.29426085785487e-48	0.740262443009077	0.695	0.733	1.66097613994213e-43	0	AT5G01350
AT1G27400	2.20446114918708e-47	0.817539705783757	0.622	0.561	5.0197784828139e-43	0	AT1G27400
AT3G53020	1.70368012203248e-44	0.680097990889147	0.693	0.704	3.87945000588015e-40	0	AT3G53020
AT2G43460	2.6790837803437e-43	0.614173713519481	0.717	0.732	6.10054167622065e-39	0	AT2G43460
AT2G19740	2.40373202892608e-31	0.91036249775856	0.512	0.466	5.47353820306758e-27	0	AT2G19740
AT2G21580	5.03353472128029e-31	0.745768333452007	0.579	0.571	1.14618619138273e-26	0	AT2G21580
AT5G60670	1.11544811305807e-30	0.806784214088528	0.512	0.432	2.53998689824454e-26	0	AT5G60670
AT1G18540	2.89434199551193e-29	0.735212008178124	0.597	0.597	6.59070615798022e-25	0	AT1G18540
AT5G51510	8.03810396735956e-28	0.259006097440208	0.129	0.371	1.83035665440745e-23	0	AT5G51510
AT2G20860	2.76389278735237e-26	0.250595838833819	0.142	0.384	6.29366026608009e-22	0	AT2G20860
AT3G57150	5.49203129018294e-26	0.946472325576549	0.362	0.254	1.25059044508756e-21	0	AT3G57150
AT2G43750	6.22234306834746e-26	0.256585001462793	0.142	0.381	1.4168897400934e-21	0	AT2G43750
AT5G51940	2.25852954587639e-25	0.257748702143583	0.129	0.356	5.14289762891514e-21	0	AT5G51940
AT4G28910	3.69285688227464e-25	0.251307627665515	0.134	0.365	8.40900440662759e-21	0	AT4G28910
AT3G01540	4.11794100959775e-25	0.277838773486301	0.221	0.518	9.37696347295504e-21	0	AT3G01540
AT2G20280	7.4541192522267e-25	0.299777412405928	0.138	0.373	1.69737749492454e-20	0	AT2G20280
AT4G10920	1.95306503675125e-24	0.30294823651513	0.175	0.434	4.44732439518627e-20	0	AT4G10920
AT2G27530	3.94857128942727e-24	0.527618327872579	0.67	0.683	8.99129168315485e-20	0	AT2G27530
AT5G47700	7.48942877899213e-24	0.67545160855066	0.591	0.613	1.7054178272643e-19	0	AT5G47700
AT1G68140	1.04046429425228e-23	0.275352962321417	0.189	0.452	2.36924124444186e-19	0	AT1G68140
AT5G40660	1.31907544400454e-23	0.284640387274165	0.128	0.346	3.00366669354274e-19	0	AT5G40660
AT5G03500	2.39678709091169e-23	0.258156250095501	0.158	0.396	5.457723884715e-19	0	AT5G03500
AT3G51500	4.53847432866137e-23	0.308780042679939	0.124	0.337	1.03345598937948e-18	0	AT3G51500
AT2G44120	7.25043373558507e-23	0.804042150047072	0.508	0.483	1.65099626593008e-18	0	AT2G44120
AT2G27100	2.0517336201119e-22	0.282050743722125	0.124	0.332	4.6720026263568e-18	0	AT2G27100
AT5G52070	2.25042609739299e-22	0.256608743854779	0.103	0.293	5.12444526637357e-18	0	AT5G52070
AT3G57930	4.29036212788726e-22	0.252316482449988	0.132	0.342	9.76958360141207e-18	0	AT3G57930
AT2G35795	4.30936657996136e-22	0.269094213165009	0.13	0.341	9.81285863923002e-18	0	AT2G35795
AT3G21720	8.46622491574999e-22	0.807439472336776	0.278	0.165	1.92784407556543e-17	0	AT3G21720
AT4G30760	1.14174156116997e-21	0.256343649303095	0.211	0.474	2.59985970894014e-17	0	AT4G30760
AT3G19860	5.06180654324572e-21	0.273117094517478	0.13	0.334	1.15262396796248e-16	0	AT3G19860
AT1G11480	1.61112657672075e-20	0.288144277775681	0.163	0.39	3.66869632785081e-16	0	AT1G11480
AT5G28840	2.34060404993903e-20	0.426372886592358	0.214	0.478	5.32978948211616e-16	0	AT5G28840
AT3G58700	4.8527382131058e-20	0.944681334789371	0.428	0.39	1.10501701850632e-15	0	AT3G58700
AT4G35570	7.07586096264359e-20	0.324431981057144	0.171	0.396	1.61124429980357e-15	0	AT4G35570
AT2G33830	7.89407094614484e-20	0.419905645208909	0.659	0.599	1.79755889514664e-15	0	AT2G33830
AT5G07350	9.84852536904863e-20	0.299525825692691	0.155	0.368	2.24260771178606e-15	0	AT5G07350
AT2G33740	1.1534711700883e-19	0.25171046988453	0.147	0.355	2.62656920140808e-15	0	AT2G33740
AT2G33730	1.24268281782642e-19	0.288907125202285	0.111	0.293	2.82971304447255e-15	0	AT2G33730
AT3G48380	2.16907788656058e-19	0.311021034104512	0.151	0.363	4.93920725548709e-15	0	AT3G48380
AT3G49601	3.62296568687868e-19	0.393683845132804	0.164	0.385	8.24985516559145e-15	0	AT3G49601
AT4G22810	3.98463816058892e-19	0.25391789803181	0.147	0.351	9.07341955547703e-15	0	AT4G22810
AT3G11500	8.04365456354504e-19	0.25855909309049	0.222	0.476	1.83162058066484e-14	0	AT3G11500
AT2G26060	9.11248080054591e-19	0.283548535432459	0.107	0.281	2.07500300309231e-14	0	AT2G26060
AT3G51010	1.29681745738738e-18	0.253936355393772	0.184	0.413	2.9529830322168e-14	0	AT3G51010
AT3G02760	2.62207333169021e-18	0.369269932398547	0.149	0.352	5.97072318359179e-14	0	AT3G02760
AT4G25970	2.93109612683462e-18	0.271527498587352	0.134	0.324	6.67439899041512e-14	0	AT4G25970
AT2G42810	3.83531692748955e-18	0.269279555249602	0.162	0.37	8.73340017558646e-14	0	AT2G42810
AT1G77840	4.41598728836545e-18	0.312996590579087	0.174	0.393	1.0055644654337e-13	0	AT1G77840
AT2G31810	4.90501571708327e-18	0.291938149644009	0.205	0.444	1.11692112893703e-13	0	AT2G31810
AT4G13850	5.80842052447315e-18	0.791398711506693	0.459	0.436	1.32263543762778e-13	0	AT4G13850
AT3G05530	1.08221267246503e-17	0.259558510073367	0.282	0.579	2.46430647647011e-13	0	AT3G05530
AT3G12030	1.56666368362663e-17	0.283255709394577	0.162	0.369	3.56744987398619e-13	0	AT3G12030
AT2G47610	2.17941747947816e-17	0.56415563730507	0.575	0.604	4.96275154251972e-13	0	AT2G47610
AT4G20280	2.42648180218432e-17	0.267443360371123	0.103	0.266	5.52534171175392e-13	0	AT4G20280
AT4G39880	3.37532471904681e-17	0.364885322298759	0.17	0.38	7.68595191774149e-13	0	AT4G39880
AT5G08420	4.19689300093353e-17	0.26746918549338	0.147	0.339	9.55674505242573e-13	0	AT5G08420
AT4G29410	1.25247200930254e-16	0.738118836710024	0.475	0.462	2.8520040123828e-12	0	AT4G29410
AT4G09800	1.44477561178826e-16	0.649876558418867	0.553	0.604	3.28989854560304e-12	0	AT4G09800
AT5G57870	2.93511780991776e-16	0.393425903802245	0.176	0.384	6.68355676496374e-12	0	AT5G57870
AT1G02160	8.563759388481e-16	0.335564325446469	0.154	0.342	1.95005365035101e-11	0	AT1G02160
AT4G00560	9.01170360537683e-16	0.258115333615984	0.091	0.236	2.05205502798036e-11	0	AT4G00560
AT1G13560	9.44017090672301e-16	0.348928528996372	0.196	0.415	2.1496213171699e-11	0	AT1G13560
AT1G75660	1.3180600384518e-15	0.263095453325121	0.096	0.244	3.0013545135586e-11	0	AT1G75660
AT2G40650	2.16032476912364e-15	0.332665243595797	0.116	0.277	4.91927553177145e-11	0	AT2G40650
AT3G10620	5.00869450727124e-15	0.252520939279702	0.113	0.269	1.14052982625073e-10	0	AT3G10620
AT3G13120	5.39669199297119e-15	0.29941621974336	0.095	0.238	1.22888073371947e-10	0	AT3G13120
AT5G08570	9.44804737201363e-15	0.385560484351352	0.222	0.454	2.15141486708122e-10	0	AT5G08570
AT3G59600	1.03677410394505e-14	0.321150142030394	0.162	0.348	2.36083831209328e-10	0	AT3G59600
AT1G76810	1.30837667741981e-14	0.437517944022556	0.241	0.489	2.97930453215266e-10	0	AT1G76810
AT5G60790	1.80861609549482e-14	0.373820772365025	0.211	0.43	4.11839971105125e-10	0	AT5G60790
AT2G36620	2.25817518436067e-14	0.624171405410777	0.538	0.585	5.14209071230769e-10	0	AT2G36620
AT3G48360	3.32107457505163e-14	0.271663835266459	0.087	0.217	7.56241891485006e-10	0	AT3G48360
AT4G32260	5.16866174902097e-14	0.255746371682584	0.134	0.294	1.17695596686957e-09	0	AT4G32260
AT4G36390	1.15544794970729e-13	0.267753636523127	0.093	0.228	2.63107052627847e-09	0	AT4G36390
AT4G35850	1.51198470088267e-13	0.256761914100744	0.124	0.275	3.44294036237993e-09	0	AT4G35850
ATCG00040	4.79450467851294e-13	0.517505600991381	0.07	0.184	1.09175666034418e-08	0	ATCG00040
AT5G43460	6.88521565956986e-13	0.446177234465872	0.646	0.758	1.56783245784065e-08	0	AT5G43460
AT5G46760	6.92027004108584e-13	0.31499371402044	0.087	0.213	1.57581469105566e-08	0	AT5G46760
AT3G13580	8.39674338485983e-13	0.747311851561708	0.449	0.458	1.91202243616643e-08	0	AT3G13580
AT5G11630	1.17550962269479e-12	0.280533864567935	0.118	0.261	2.6767529618383e-08	0	AT5G11630
AT4G00830	1.33663435348488e-12	0.375120526750916	0.199	0.396	3.04365008632042e-08	0	AT4G00830
ATCG00740	1.67364507104987e-12	0.551764786399344	0.128	0.275	3.81105719128765e-08	0	ATCG00740
AT1G18450	1.94398957152805e-12	0.378025978660213	0.154	0.319	4.42665865332653e-08	0	AT1G18450
AT2G47640	2.91355101050113e-12	0.305402941890541	0.188	0.374	6.63444700601213e-08	0	AT2G47640
AT5G08540	3.06922110157719e-12	0.302772954524027	0.111	0.245	6.98892337040142e-08	0	AT5G08540
AT5G67260	3.16444584771206e-12	0.366166907955588	0.162	0.326	7.20575963982513e-08	0	AT5G67260
AT5G53420	3.61257760445622e-12	0.265195323914155	0.082	0.198	8.22620046310727e-08	0	AT5G53420
AT3G27740	3.77386883191834e-12	0.281990086643196	0.164	0.332	8.59347671716126e-08	0	AT3G27740
AT2G39020	3.94554404634452e-12	0.363215622197529	0.155	0.319	8.98439834793112e-08	0	AT2G39020
AT3G05590	4.47345664406776e-12	0.477319233311047	0.586	0.651	1.01865081242067e-07	0	AT3G05590
AT1G13690	4.58703018121205e-12	0.342240462191089	0.145	0.3	1.0445126425638e-07	0	AT1G13690
AT1G03860	5.00014132112643e-12	0.36893992039254	0.191	0.376	1.1385821802337e-07	0	AT1G03860
AT3G02190	6.73321372085959e-12	0.383616183648528	0.182	0.36	1.53322009637694e-07	0	AT3G02190
AT4G13780	7.19759875469687e-12	0.335769201889931	0.167	0.337	1.63896521243203e-07	0	AT4G13780
AT2G21390	7.96110917739934e-12	0.277600554273964	0.084	0.199	1.8128241707856e-07	0	AT2G21390
AT5G49100	7.98224876836017e-12	0.280525986287564	0.159	0.318	1.81763786704329e-07	0	AT5G49100
AT5G20950	9.29824282931804e-12	0.277224764336075	0.171	0.335	2.11730287466401e-07	0	AT5G20950
AT3G44010	1.78419195044663e-11	0.512798735220635	0.584	0.687	4.06278349036201e-07	0	AT3G44010
AT3G51840	1.841968587328e-11	0.306143238022549	0.287	0.525	4.19434667020458e-07	0	AT3G51840
AT1G15420	2.10362371471768e-11	0.289507292592407	0.126	0.264	4.79016156078363e-07	0	AT1G15420
AT3G16310	2.30662899479097e-11	0.250851968361702	0.125	0.261	5.25242488403852e-07	0	AT3G16310
AT5G05640	2.76841265524461e-11	0.743281119869038	0.293	0.235	6.3039524572575e-07	0	AT5G05640
AT1G26270	5.220461237684e-11	0.411465001344344	0.228	0.432	1.18875122843302e-06	0	AT1G26270
AT3G07660	5.88209595296311e-11	0.295386863717047	0.092	0.207	1.33941206944923e-06	0	AT3G07660
AT4G22000	5.90792485745607e-11	0.3841169354367	0.225	0.429	1.34529356929132e-06	0	AT4G22000
AT2G19540	6.50571174040165e-11	0.308964427116222	0.128	0.263	1.48141562040686e-06	0	AT2G19540
AT1G30820	7.62608217148959e-11	0.390961575011403	0.134	0.272	1.73653517126989e-06	0	AT1G30820
AT2G22400	9.18316579006203e-11	0.339701235031174	0.104	0.225	2.09109868205503e-06	0	AT2G22400
AT2G37270	9.80859095148364e-11	0.672548904653139	0.48	0.527	2.23351424556234e-06	0	AT2G37270
AT5G20720	1.91277469114915e-10	0.301895889291842	0.259	0.473	4.35557924921573e-06	0	AT5G20720
AT3G11120	2.69643381761978e-10	0.758462520100561	0.418	0.43	6.140049446102e-06	0	AT3G11120
AT3G10610	3.01372474730438e-10	0.794395851372478	0.357	0.338	6.8625526220868e-06	0	AT3G10610
AT4G36730	3.06001037023364e-10	0.34367643042583	0.163	0.315	6.96794961405903e-06	0	AT4G36730
AT5G03740	3.91124703791003e-10	0.399163420069218	0.195	0.368	8.90630063002493e-06	0	AT5G03740
AT1G76010	5.07740337408096e-10	0.755530162598267	0.474	0.547	1.15617552231198e-05	0	AT1G76010
AT5G65700	5.36613231060885e-10	0.381170283710586	0.134	0.266	1.22192198844874e-05	0	AT5G65700
AT3G50370	5.51824085975506e-10	0.292075121300703	0.07	0.165	1.25655862617482e-05	0	AT3G50370
AT1G76440	1.11822690741471e-09	0.26629227646819	0.091	0.196	2.54631449087403e-05	0	AT1G76440
AT4G31985	2.49458356843291e-09	0.551531111707364	0.532	0.623	5.68041624367858e-05	0	AT4G31985
AT2G24060	4.86798416367091e-09	0.259730024957158	0.075	0.167	0.00011084886739095	0	AT2G24060
AT1G28330	5.16600857373747e-09	0.50787188416582	0.516	0.53	0.000117635181232576	0	AT1G28330
AT1G35516	5.64712539042844e-09	0.362827441956108	0.239	0.425	0.000128590692265446	0	AT1G35516
AT4G27640	9.63182412506834e-09	0.278583316195649	0.061	0.142	0.000219326267151931	0	AT4G27640
AT4G15900	1.03294606047642e-08	0.342254350369064	0.146	0.277	0.000235212147431086	0	AT4G15900
AT3G54650	1.13769624779899e-08	0.354451990341568	0.101	0.204	0.000259064812586308	0	AT3G54650
AT5G41190	1.14884126517932e-08	0.284244433892483	0.103	0.207	0.000261602644493983	0	AT5G41190
AT4G36930	1.28970571059618e-08	0.305498752464198	0.089	0.185	0.000293678887359857	0	AT4G36930
AT1G64190	2.10996122568705e-08	0.395640911862059	0.282	0.501	0.000480459270701198	0	AT1G64190
AT2G35790	2.40878718535886e-08	0.325956968804773	0.151	0.281	0.000548504929978065	0	AT2G35790
AT1G27090	2.7186574167406e-08	0.457299397456305	0.23	0.414	0.000619065480366003	0	AT1G27090
AT3G19820	2.95971667070907e-08	0.582890275680459	0.547	0.658	0.000673957083087161	0	AT3G19820
AT1G09620	4.63177683676234e-08	0.400116532238243	0.111	0.214	0.00105470190349915	0	AT1G09620
AT4G04620	5.4877232262745e-08	0.326925916141764	0.104	0.201	0.00124960945585497	0	AT4G04620
AT2G46020	5.78416287944883e-08	0.261697786989304	0.057	0.13	0.00131711172927929	0	AT2G46020
AT3G07590	6.23584992293853e-08	0.278698737455951	0.112	0.216	0.00141996538595233	0	AT3G07590
AT1G18800	6.93880323882517e-08	0.386968414402591	0.175	0.314	0.00158003488551288	0	AT1G18800
AT1G55890	8.9827982383562e-08	0.364293367012583	0.153	0.278	0.00204547298685609	0	AT1G55890
AT1G13730	1.24243224596985e-07	0.292556553546673	0.132	0.243	0.00282914246729794	0	AT1G13730
AT3G56490	1.74423212983536e-07	0.294764549614525	0.322	0.56	0.0039717909828481	0	AT3G56490
AT3G47370	1.94086120034482e-07	0.281877563204248	0.307	0.517	0.00441953503930519	0	AT3G47370
AT2G46280	3.032380942331e-07	0.636434588662285	0.458	0.537	0.00690503464378193	0	AT2G46280
AT5G61880	6.99169018324297e-07	0.268414166480405	0.109	0.202	0.0159207777162626	0	AT5G61880
AT5G14050	8.21214207578928e-07	0.258697506643596	0.092	0.175	0.0186998687207798	0	AT5G14050
AT2G28910	1.08957447770375e-06	0.402698969914794	0.354	0.613	0.024810700431792	0	AT2G28910
AT1G71730	1.39333898740739e-06	0.418008938808232	0.192	0.331	0.0317277220822536	0	AT1G71730
AT1G22880	0	2.89219507367871	0.923	0.064	0	1	AT1G22880
AT4G27400	0	2.64849887622439	0.874	0.048	0	1	AT4G27400
AT5G55110	0	2.47614563094062	0.971	0.116	0	1	AT5G55110
AT2G43610	0	2.24781411721135	0.996	0.563	0	1	AT2G43610
AT5G10130	0	2.05716798941354	0.981	0.309	0	1	AT5G10130
AT1G78850	0	1.94881059724057	0.93	0.431	0	1	AT1G78850
AT1G54010	0	1.81313380234318	0.89	0.159	0	1	AT1G54010
AT2G23630	0	1.72363111713822	0.849	0.105	0	1	AT2G23630
AT1G33280	0	1.66769009521345	0.902	0.124	0	1	AT1G33280
AT4G01700	0	1.54203948600476	0.816	0.12	0	1	AT4G01700
AT3G16450	0	1.4876088265414	0.869	0.181	0	1	AT3G16450
AT4G10350	0	1.4573927457985	0.881	0.102	0	1	AT4G10350
AT5G26280	0	1.43791922078273	0.977	0.558	0	1	AT5G26280
AT1G17890	0	1.41082809427723	0.902	0.358	0	1	AT1G17890
AT4G17490	0	1.39954053490792	0.909	0.378	0	1	AT4G17490
AT5G56980	0	1.39867080744755	0.924	0.309	0	1	AT5G56980
AT4G00080	0	1.37705457683813	0.948	0.229	0	1	AT4G00080
AT3G57550	0	1.36793284356585	0.907	0.407	0	1	AT3G57550
AT5G02260	0	1.26741446344481	0.936	0.329	0	1	AT5G02260
AT5G57500	0	1.24049408088268	0.862	0.12	0	1	AT5G57500
AT3G59480	0	1.19686382816064	0.735	0.124	0	1	AT3G59480
AT5G42420	0	1.17392968901714	0.887	0.352	0	1	AT5G42420
AT2G17070	0	1.1680651607948	0.786	0.171	0	1	AT2G17070
AT4G20000	0	1.14632478879532	0.811	0.137	0	1	AT4G20000
AT2G22500	0	1.14118649553275	0.891	0.297	0	1	AT2G22500
AT1G02390	0	1.12610352454065	0.764	0.068	0	1	AT1G02390
AT2G32020	0	1.09183759715236	0.863	0.252	0	1	AT2G32020
AT3G25597	0	1.06705292107813	0.874	0.18	0	1	AT3G25597
AT5G58784	0	1.05570172709831	0.57	0.078	0	1	AT5G58784
AT5G54510	0	1.05271033059294	0.649	0.092	0	1	AT5G54510
AT2G45400	0	1.03837773699539	0.913	0.28	0	1	AT2G45400
AT3G24670	0	0.997659102617174	0.891	0.228	0	1	AT3G24670
AT5G47950	0	0.996435866026658	0.804	0.115	0	1	AT5G47950
AT5G18310	0	0.983201743830995	0.878	0.307	0	1	AT5G18310
AT1G44318	0	0.968468379376837	0.695	0.053	0	1	AT1G44318
AT3G62270	0	0.931808276920914	0.881	0.203	0	1	AT3G62270
AT3G46280	0	0.913611009506336	0.678	0.102	0	1	AT3G46280
AT2G21045	0	0.903824713240749	0.873	0.181	0	1	AT2G21045
AT2G35930	0	0.894447742097569	0.849	0.225	0	1	AT2G35930
AT5G51520	0	0.883846779341788	0.663	0.056	0	1	AT5G51520
AT2G40470	0	0.882998063466463	0.859	0.146	0	1	AT2G40470
AT1G12600	0	0.856881221071203	0.796	0.092	0	1	AT1G12600
AT5G41810	0	0.830188142182614	0.79	0.142	0	1	AT5G41810
AT1G17060	0	0.821697428057075	0.819	0.139	0	1	AT1G17060
AT1G06330	0	0.805242714432454	0.671	0.055	0	1	AT1G06330
AT5G33290	0	0.774587512216971	0.768	0.128	0	1	AT5G33290
AT1G23150	0	0.759300060210826	0.815	0.18	0	1	AT1G23150
AT5G57400	0	0.758256747228079	0.682	0.067	0	1	AT5G57400
AT1G63245	0	0.752057956029856	0.711	0.063	0	1	AT1G63245
AT1G68150	0	0.738658951050763	0.75	0.09	0	1	AT1G68150
AT2G38760	0	0.729564189196852	0.796	0.173	0	1	AT2G38760
AT4G30080	0	0.7266364010672	0.761	0.15	0	1	AT4G30080
AT3G10815	0	0.721554485147406	0.767	0.19	0	1	AT3G10815
AT3G23410	0	0.703130862917227	0.733	0.087	0	1	AT3G23410
AT2G29995	0	0.697872787027504	0.688	0.119	0	1	AT2G29995
AT5G23700	0	0.691022543135747	0.724	0.069	0	1	AT5G23700
AT5G66460	0	0.680113078046344	0.663	0.076	0	1	AT5G66460
AT5G27420	0	0.65108224646627	0.51	0.062	0	1	AT5G27420
AT1G65620	0	0.626181190074511	0.657	0.058	0	1	AT1G65620
AT1G21130	0	0.619798660554949	0.362	0.019	0	1	AT1G21130
AT1G68795	0	0.619112020094711	0.655	0.087	0	1	AT1G68795
AT1G68450	0	0.607887596418551	0.467	0.029	0	1	AT1G68450
AT2G26710	0	0.586703431717606	0.684	0.111	0	1	AT2G26710
AT1G67750	0	0.570454116266193	0.376	0.04	0	1	AT1G67750
AT2G30340	0	0.564952647420911	0.756	0.162	0	1	AT2G30340
AT5G48175	0	0.563332593247098	0.489	0.05	0	1	AT5G48175
AT3G50740	0	0.554429752726888	0.655	0.138	0	1	AT3G50740
AT4G29740	0	0.552005354941371	0.239	0.002	0	1	AT4G29740
AT4G13990	0	0.542675445722141	0.662	0.105	0	1	AT4G13990
AT1G30650	0	0.53384070636534	0.659	0.078	0	1	AT1G30650
AT3G55740	0	0.525112432915115	0.67	0.123	0	1	AT3G55740
AT5G20050	0	0.508280973115405	0.722	0.12	0	1	AT5G20050
AT1G33600	0	0.502721092186844	0.434	0.016	0	1	AT1G33600
AT5G15130	0	0.492856720169851	0.595	0.092	0	1	AT5G15130
AT3G59080	0	0.479741908335001	0.599	0.109	0	1	AT3G59080
AT5G53110	0	0.474656786398323	0.572	0.045	0	1	AT5G53110
AT4G13210	0	0.471679806599366	0.543	0.039	0	1	AT4G13210
AT1G68390	0	0.470065716717247	0.536	0.037	0	1	AT1G68390
AT5G06330	0	0.455635796157515	0.537	0.089	0	1	AT5G06330
AT5G51310	0	0.448297478306579	0.479	0.056	0	1	AT5G51310
AT3G60520	0	0.437851206004335	0.511	0.068	0	1	AT3G60520
AT1G29730	0	0.430689678407792	0.566	0.046	0	1	AT1G29730
AT1G14370	0	0.405518230078689	0.577	0.103	0	1	AT1G14370
AT5G14740	0	0.401132569792253	0.479	0.052	0	1	AT5G14740
AT1G16150	0	0.400944251844472	0.428	0.039	0	1	AT1G16150
AT2G38250	0	0.385134713959789	0.488	0.064	0	1	AT2G38250
AT5G07100	0	0.339227930621799	0.419	0.033	0	1	AT5G07100
AT5G25110	0	0.33700209802055	0.343	0.026	0	1	AT5G25110
AT4G34480	0	0.329805636537313	0.461	0.065	0	1	AT4G34480
AT3G05937	0	0.311802907251313	0.43	0.045	0	1	AT3G05937
AT4G00750	0	0.281152368937132	0.46	0.054	0	1	AT4G00750
AT4G08850	5.29556938698186e-306	0.373318618934313	0.477	0.072	1.20585410510964e-301	1	AT4G08850
AT3G54200	7.10496044066802e-303	1.28547902740185	0.934	0.47	1.61787054194451e-298	1	AT3G54200
AT2G22770	9.71988582213665e-302	0.739285930136877	0.747	0.191	2.21331520055874e-297	1	AT2G22770
AT3G59900	5.23778275807078e-301	0.345767546781929	0.412	0.054	1.1926955118403e-296	1	AT3G59900
AT5G53500	3.5348089718133e-297	0.654061549966042	0.669	0.166	8.04911350971607e-293	1	AT5G53500
AT5G06860	1.993841981055e-296	1.36068896004236	0.872	0.307	4.54017757506033e-292	1	AT5G06860
AT1G765201	4.02331159120427e-294	0.97552616013466	0.907	0.35	9.16148282433125e-290	1	AT1G76520
AT3G53480	3.37425894013265e-288	0.737316030543401	0.88	0.279	7.68352503257606e-284	1	AT3G53480
AT2G40180	3.52087076744248e-288	0.289807082369664	0.186	0.009	8.01737482454327e-284	1	AT2G40180
AT2G15480	5.539233336618e-288	0.850346373667851	0.8	0.238	1.26133882308128e-283	1	AT2G15480
AT1G74910	3.32712754817022e-283	0.918105577258453	0.848	0.352	7.5762021399384e-279	1	AT1G74910
AT1G58190	2.5860758465941e-277	0.325335982848416	0.544	0.103	5.88875331027942e-273	1	AT1G58190
AT1G43040	8.08856540588472e-277	0.33150028960406	0.442	0.068	1.84184722857401e-272	1	AT1G43040
AT1G62570	1.28985588939819e-276	1.08054628611271	0.919	0.404	2.93713084574862e-272	1	AT1G62570
AT1G808301	8.18890606329114e-275	0.944299637613105	0.872	0.33	1.86469579967203e-270	1	AT1G80830
AT4G13250	5.60710042196308e-273	0.294111977248946	0.351	0.042	1.27679283708521e-268	1	AT4G13250
AT3G02110	7.5082231348275e-272	0.419348041855557	0.319	0.034	1.70969749003157e-267	1	AT3G02110
AT1G22190	1.32905229049031e-265	1.27238827131329	0.903	0.448	3.02638497067549e-261	1	AT1G22190
AT4G18880	1.41223066993402e-265	0.539866101585344	0.651	0.168	3.21579045850676e-261	1	AT4G18880
AT2G39770	2.08600520036235e-263	1.21093817543649	0.935	0.643	4.75004244174511e-259	1	AT2G39770
AT3G23920	7.88021326792259e-263	1.18163443650845	0.914	0.474	1.79440336323865e-258	1	AT3G23920
AT5G66800	1.84234557449266e-260	0.489934913313834	0.544	0.113	4.19520510767725e-256	1	AT5G66800
AT4G08555	8.62191357350421e-258	0.983237495086365	0.859	0.311	1.96329593982264e-253	1	AT4G08555
AT1G14870	3.76721799043668e-253	1.0150916908896	0.892	0.349	8.57833208602336e-249	1	AT1G14870
AT1G18390	3.22341934923653e-251	0.268509068021625	0.435	0.072	7.34004820014649e-247	1	AT1G18390
AT3G03640	1.99495645919249e-250	0.436738412302505	0.664	0.172	4.54271535322721e-246	1	AT3G03640
AT3G19580	1.03374557647619e-249	1.13763660178666	0.867	0.37	2.35394205219393e-245	1	AT3G19580
AT1G69030	1.67637741943966e-249	0.575894338925487	0.82	0.31	3.81727902180604e-245	1	AT1G69030
AT3G51920	1.46903025728069e-246	0.924074969863231	0.851	0.357	3.34512879885385e-242	1	AT3G51920
AT5G14020	2.86412858255699e-245	0.598941883375979	0.798	0.256	6.52190719534053e-241	1	AT5G14020
AT2G40840	1.47518898360712e-244	0.430281038902486	0.648	0.178	3.35915283457177e-240	1	AT2G40840
AT1G05530	3.49836988333195e-243	0.328210484283517	0.36	0.049	7.96613806133518e-239	1	AT1G05530
AT1G23710	4.92466818249501e-242	0.933830566335701	0.888	0.425	1.12139619183594e-237	1	AT1G23710
AT5G63990	2.09685146124585e-241	0.342353809586262	0.681	0.176	4.77474046240292e-237	1	AT5G63990
