locus_name	symbol	full_name
Solyc02g078950.4	Solyc02g078950.4	Solyc02g078950.4
Solyc02g078960.4	Solyc02g078960.4	Solyc02g078960.4
Solyc02g078970.4	Solyc02g078970.4	Solyc02g078970.4
Solyc02g078980.3	Solyc02g078980.3	Solyc02g078980.3
Solyc02g078990.4	Solyc02g078990.4	Solyc02g078990.4
Solyc02g079000.4	Solyc02g079000.4	Solyc02g079000.4
Solyc02g079010.4	Solyc02g079010.4	Solyc02g079010.4
Solyc02g079020.4	Solyc02g079020.4	Solyc02g079020.4
Solyc02g079030.3	Solyc02g079030.3	Solyc02g079030.3
Solyc02g079040.3	Solyc02g079040.3	Solyc02g079040.3
Solyc02g079050.3	Solyc02g079050.3	Solyc02g079050.3
Solyc02g079060.3	Solyc02g079060.3	Solyc02g079060.3
Solyc02g079070.4	Solyc02g079070.4	Solyc02g079070.4
Solyc02g079080.2	Solyc02g079080.2	Solyc02g079080.2
Solyc02g079090.4	Solyc02g079090.4	Solyc02g079090.4
Solyc02g079100.3	Solyc02g079100.3	Solyc02g079100.3
Solyc02g079110.3	Solyc02g079110.3	Solyc02g079110.3
Solyc02g079120.1	Solyc02g079120.1	Solyc02g079120.1
Solyc02g079130.3	Solyc02g079130.3	Solyc02g079130.3
Solyc02g079140.2	Solyc02g079140.2	Solyc02g079140.2
Solyc02g079150.2	Solyc02g079150.2	Solyc02g079150.2
Solyc02g079160.2	Solyc02g079160.2	Solyc02g079160.2
Solyc02g079170.3	Solyc02g079170.3	Solyc02g079170.3
Solyc02g079180.1	Solyc02g079180.1	Solyc02g079180.1
Solyc02g079190.3	Solyc02g079190.3	Solyc02g079190.3
Solyc02g079200.1	Solyc02g079200.1	Solyc02g079200.1
Solyc02g079210.3	Solyc02g079210.3	Solyc02g079210.3
Solyc02g079220.4	Solyc02g079220.4	Solyc02g079220.4
Solyc02g079230.3	Solyc02g079230.3	Solyc02g079230.3
Solyc02g079240.1	Solyc02g079240.1	Solyc02g079240.1
Solyc02g079250.4	Solyc02g079250.4	Solyc02g079250.4
Solyc02g079260.2	Solyc02g079260.2	Solyc02g079260.2
Solyc02g079270.4	Solyc02g079270.4	Solyc02g079270.4
Solyc02g079280.3	Solyc02g079280.3	Solyc02g079280.3
Solyc02g079290.3	Solyc02g079290.3	Solyc02g079290.3
Solyc02g079300.3	Solyc02g079300.3	Solyc02g079300.3
Solyc02g079310.3	Solyc02g079310.3	Solyc02g079310.3
Solyc02g079320.3	Solyc02g079320.3	Solyc02g079320.3
Solyc02g079330.3	Solyc02g079330.3	Solyc02g079330.3
Solyc02g079340.3	Solyc02g079340.3	Solyc02g079340.3
Solyc02g079350.3	Solyc02g079350.3	Solyc02g079350.3
Solyc02g079360.3	Solyc02g079360.3	Solyc02g079360.3
Solyc02g079365.1	Solyc02g079365.1	Solyc02g079365.1
Solyc02g079370.3	Solyc02g079370.3	Solyc02g079370.3
Solyc02g079380.2	Solyc02g079380.2	Solyc02g079380.2
Solyc02g079390.4	Solyc02g079390.4	Solyc02g079390.4
Solyc02g079400.3	Solyc02g079400.3	Solyc02g079400.3
Solyc02g079410.2	Solyc02g079410.2	Solyc02g079410.2
Solyc02g079415.1	Solyc02g079415.1	Solyc02g079415.1
Solyc02g079430.4	Solyc02g079430.4	Solyc02g079430.4
Solyc02g079440.3	Solyc02g079440.3	Solyc02g079440.3
Solyc02g079450.1	Solyc02g079450.1	Solyc02g079450.1
Solyc02g079460.1	Solyc02g079460.1	Solyc02g079460.1
Solyc02g079470.1	Solyc02g079470.1	Solyc02g079470.1
Solyc02g079480.1	Solyc02g079480.1	Solyc02g079480.1
Solyc02g079490.3	Solyc02g079490.3	Solyc02g079490.3
Solyc02g079500.4	Solyc02g079500.4	Solyc02g079500.4
Solyc02g079510.3	Solyc02g079510.3	Solyc02g079510.3
Solyc02g079520.3	Solyc02g079520.3	Solyc02g079520.3
Solyc02g079530.4	Solyc02g079530.4	Solyc02g079530.4
Solyc02g079540.2	Solyc02g079540.2	Solyc02g079540.2
Solyc02g079550.3	Solyc02g079550.3	Solyc02g079550.3
Solyc02g079560.1	Solyc02g079560.1	Solyc02g079560.1
Solyc02g079570.4	Solyc02g079570.4	Solyc02g079570.4
Solyc02g079580.4	Solyc02g079580.4	Solyc02g079580.4
Solyc02g079590.3	Solyc02g079590.3	Solyc02g079590.3
Solyc02g079600.3	Solyc02g079600.3	Solyc02g079600.3
Solyc02g079620.3	Solyc02g079620.3	Solyc02g079620.3
Solyc02g079630.3	Solyc02g079630.3	Solyc02g079630.3
Solyc02g079640.3	Solyc02g079640.3	Solyc02g079640.3
Solyc02g079660.1	Solyc02g079660.1	Solyc02g079660.1
Solyc02g079670.1	Solyc02g079670.1	Solyc02g079670.1
Solyc02g079680.1	Solyc02g079680.1	Solyc02g079680.1
Solyc02g079690.1	Solyc02g079690.1	Solyc02g079690.1
Solyc02g079700.1	Solyc02g079700.1	Solyc02g079700.1
Solyc02g079710.4	Solyc02g079710.4	Solyc02g079710.4
Solyc02g079715.1	Solyc02g079715.1	Solyc02g079715.1
Solyc02g079720.1	Solyc02g079720.1	Solyc02g079720.1
Solyc02g079730.4	Solyc02g079730.4	Solyc02g079730.4
Solyc02g079740.1	Solyc02g079740.1	Solyc02g079740.1
Solyc02g079750.4	Solyc02g079750.4	Solyc02g079750.4
Solyc02g079760.3	Solyc02g079760.3	Solyc02g079760.3
Solyc02g079770.3	Solyc02g079770.3	Solyc02g079770.3
Solyc02g079780.1	Solyc02g079780.1	Solyc02g079780.1
Solyc02g079790.3	Solyc02g079790.3	Solyc02g079790.3
Solyc02g079800.1	Solyc02g079800.1	Solyc02g079800.1
Solyc02g079810.3	Solyc02g079810.3	Solyc02g079810.3
Solyc02g079820.4	Solyc02g079820.4	Solyc02g079820.4
Solyc02g079830.1	Solyc02g079830.1	Solyc02g079830.1
Solyc02g079840.2	Solyc02g079840.2	Solyc02g079840.2
Solyc02g079850.4	Solyc02g079850.4	Solyc02g079850.4
Solyc02g079860.1	Solyc02g079860.1	Solyc02g079860.1
Solyc02g079870.4	Solyc02g079870.4	Solyc02g079870.4
Solyc02g079880.3	Solyc02g079880.3	Solyc02g079880.3
Solyc02g079890.2	Solyc02g079890.2	Solyc02g079890.2
Solyc02g079900.1	Solyc02g079900.1	Solyc02g079900.1
Solyc02g079910.3	Solyc02g079910.3	Solyc02g079910.3
Solyc02g079920.3	Solyc02g079920.3	Solyc02g079920.3
Solyc02g079930.3	Solyc02g079930.3	Solyc02g079930.3
Solyc02g079940.3	Solyc02g079940.3	Solyc02g079940.3
Solyc02g079950.3	Solyc02g079950.3	Solyc02g079950.3
Solyc02g079960.3	Solyc02g079960.3	Solyc02g079960.3
Solyc02g079970.4	Solyc02g079970.4	Solyc02g079970.4
Solyc02g079980.3	Solyc02g079980.3	Solyc02g079980.3
Solyc02g079990.3	Solyc02g079990.3	Solyc02g079990.3
Solyc02g080000.1	Solyc02g080000.1	Solyc02g080000.1
Solyc02g080010.2	Solyc02g080010.2	Solyc02g080010.2
Solyc02g080020.1	Solyc02g080020.1	Solyc02g080020.1
Solyc02g080030.2	Solyc02g080030.2	Solyc02g080030.2
Solyc02g080040.4	Solyc02g080040.4	Solyc02g080040.4
Solyc02g080050.1	Solyc02g080050.1	Solyc02g080050.1
Solyc02g080060.1	Solyc02g080060.1	Solyc02g080060.1
Solyc02g080070.3	Solyc02g080070.3	Solyc02g080070.3
Solyc02g080080.3	Solyc02g080080.3	Solyc02g080080.3
Solyc02g080090.1	Solyc02g080090.1	Solyc02g080090.1
Solyc02g080100.1	Solyc02g080100.1	Solyc02g080100.1
Solyc02g080110.3	Solyc02g080110.3	Solyc02g080110.3
Solyc02g080120.3	Solyc02g080120.3	Solyc02g080120.3
Solyc02g080130.4	Solyc02g080130.4	Solyc02g080130.4
Solyc02g080140.4	Solyc02g080140.4	Solyc02g080140.4
Solyc02g080145.1	Solyc02g080145.1	Solyc02g080145.1
Solyc02g080150.3	Solyc02g080150.3	Solyc02g080150.3
Solyc02g080160.4	Solyc02g080160.4	Solyc02g080160.4
Solyc02g080170.1	Solyc02g080170.1	Solyc02g080170.1
Solyc02g080180.1	Solyc02g080180.1	Solyc02g080180.1
Solyc02g080190.3	Solyc02g080190.3	Solyc02g080190.3
Solyc02g080200.4	Solyc02g080200.4	Solyc02g080200.4
Solyc02g080220.3	Solyc02g080220.3	Solyc02g080220.3
Solyc02g080230.3	Solyc02g080230.3	Solyc02g080230.3
Solyc02g080240.2	Solyc02g080240.2	Solyc02g080240.2
Solyc02g080260.4	Solyc02g080260.4	Solyc02g080260.4
Solyc02g080270.3	Solyc02g080270.3	Solyc02g080270.3
Solyc02g080275.1	Solyc02g080275.1	Solyc02g080275.1
Solyc02g080290.3	Solyc02g080290.3	Solyc02g080290.3
Solyc02g080300.3	Solyc02g080300.3	Solyc02g080300.3
Solyc02g080310.2	Solyc02g080310.2	Solyc02g080310.2
Solyc02g080320.4	Solyc02g080320.4	Solyc02g080320.4
Solyc02g080330.4	Solyc02g080330.4	Solyc02g080330.4
Solyc02g080340.3	Solyc02g080340.3	Solyc02g080340.3
Solyc02g080350.1	Solyc02g080350.1	Solyc02g080350.1
Solyc02g080360.1	Solyc02g080360.1	Solyc02g080360.1
Solyc02g080370.3	Solyc02g080370.3	Solyc02g080370.3
Solyc02g080380.4	Solyc02g080380.4	Solyc02g080380.4
Solyc02g080390.2	Solyc02g080390.2	Solyc02g080390.2
Solyc02g080400.3	Solyc02g080400.3	Solyc02g080400.3
Solyc02g080410.3	Solyc02g080410.3	Solyc02g080410.3
Solyc02g080420.4	Solyc02g080420.4	Solyc02g080420.4
Solyc02g080430.3	Solyc02g080430.3	Solyc02g080430.3
Solyc02g080440.3	Solyc02g080440.3	Solyc02g080440.3
Solyc02g080450.1	Solyc02g080450.1	Solyc02g080450.1
Solyc02g080460.3	Solyc02g080460.3	Solyc02g080460.3
Solyc02g080470.3	Solyc02g080470.3	Solyc02g080470.3
Solyc02g080480.3	Solyc02g080480.3	Solyc02g080480.3
Solyc02g080490.3	Solyc02g080490.3	Solyc02g080490.3
Solyc02g080500.3	Solyc02g080500.3	Solyc02g080500.3
Solyc02g080510.1	Solyc02g080510.1	Solyc02g080510.1
Solyc02g080520.4	Solyc02g080520.4	Solyc02g080520.4
Solyc02g080530.3	Solyc02g080530.3	Solyc02g080530.3
Solyc02g080540.1	Solyc02g080540.1	Solyc02g080540.1
Solyc02g080550.1	Solyc02g080550.1	Solyc02g080550.1
Solyc02g080560.1	Solyc02g080560.1	Solyc02g080560.1
Solyc02g080570.3	Solyc02g080570.3	Solyc02g080570.3
Solyc02g080580.1	Solyc02g080580.1	Solyc02g080580.1
Solyc02g080590.3	Solyc02g080590.3	Solyc02g080590.3
Solyc02g080600.1	Solyc02g080600.1	Solyc02g080600.1
Solyc02g080610.4	Solyc02g080610.4	Solyc02g080610.4
Solyc02g080620.3	Solyc02g080620.3	Solyc02g080620.3
Solyc02g080630.4	Solyc02g080630.4	Solyc02g080630.4
Solyc02g080640.4	Solyc02g080640.4	Solyc02g080640.4
Solyc02g080650.3	Solyc02g080650.3	Solyc02g080650.3
Solyc02g080660.3	Solyc02g080660.3	Solyc02g080660.3
Solyc02g080670.3	Solyc02g080670.3	Solyc02g080670.3
Solyc02g080680.3	Solyc02g080680.3	Solyc02g080680.3
Solyc02g080690.1	Solyc02g080690.1	Solyc02g080690.1
Solyc02g080700.3	Solyc02g080700.3	Solyc02g080700.3
Solyc02g080710.2	Solyc02g080710.2	Solyc02g080710.2
Solyc02g080730.2	Solyc02g080730.2	Solyc02g080730.2
Solyc02g080740.3	Solyc02g080740.3	Solyc02g080740.3
Solyc02g080750.3	Solyc02g080750.3	Solyc02g080750.3
Solyc02g080760.1	Solyc02g080760.1	Solyc02g080760.1
Solyc02g080770.2	Solyc02g080770.2	Solyc02g080770.2
Solyc02g080780.3	Solyc02g080780.3	Solyc02g080780.3
Solyc02g080790.4	Solyc02g080790.4	Solyc02g080790.4
Solyc02g080800.4	Solyc02g080800.4	Solyc02g080800.4
Solyc02g080810.3	Solyc02g080810.3	Solyc02g080810.3
Solyc02g080820.3	Solyc02g080820.3	Solyc02g080820.3
Solyc02g080830.1	Solyc02g080830.1	Solyc02g080830.1
Solyc02g080840.1	Solyc02g080840.1	Solyc02g080840.1
Solyc02g080850.1	Solyc02g080850.1	Solyc02g080850.1
Solyc02g080860.3	Solyc02g080860.3	Solyc02g080860.3
Solyc02g080870.3	Solyc02g080870.3	Solyc02g080870.3
Solyc02g080880.4	Solyc02g080880.4	Solyc02g080880.4
Solyc02g080890.3	Solyc02g080890.3	Solyc02g080890.3
Solyc02g080900.3	Solyc02g080900.3	Solyc02g080900.3
Solyc02g080910.4	Solyc02g080910.4	Solyc02g080910.4
Solyc02g080920.3	Solyc02g080920.3	Solyc02g080920.3
Solyc02g080930.3	Solyc02g080930.3	Solyc02g080930.3
Solyc02g080940.3	Solyc02g080940.3	Solyc02g080940.3
Solyc02g080950.3	Solyc02g080950.3	Solyc02g080950.3
Solyc02g080955.1	Solyc02g080955.1	Solyc02g080955.1
Solyc02g080960.3	Solyc02g080960.3	Solyc02g080960.3
Solyc02g080970.4	Solyc02g080970.4	Solyc02g080970.4
Solyc02g080990.2	Solyc02g080990.2	Solyc02g080990.2
Solyc02g081010.3	Solyc02g081010.3	Solyc02g081010.3
Solyc02g081015.1	Solyc02g081015.1	Solyc02g081015.1
Solyc02g081020.1	Solyc02g081020.1	Solyc02g081020.1
Solyc02g081030.4	Solyc02g081030.4	Solyc02g081030.4
Solyc02g081040.4	Solyc02g081040.4	Solyc02g081040.4
Solyc02g081050.4	Solyc02g081050.4	Solyc02g081050.4
Solyc02g081060.4	Solyc02g081060.4	Solyc02g081060.4
Solyc02g081070.4	Solyc02g081070.4	Solyc02g081070.4
Solyc02g081080.3	Solyc02g081080.3	Solyc02g081080.3
Solyc02g081083.1	Solyc02g081083.1	Solyc02g081083.1
Solyc02g081085.1	Solyc02g081085.1	Solyc02g081085.1
Solyc02g081087.1	Solyc02g081087.1	Solyc02g081087.1
Solyc02g081120.4	Solyc02g081120.4	Solyc02g081120.4
Solyc02g081130.3	Solyc02g081130.3	Solyc02g081130.3
Solyc02g081140.3	Solyc02g081140.3	Solyc02g081140.3
Solyc02g081150.1	Solyc02g081150.1	Solyc02g081150.1
Solyc02g081160.3	Solyc02g081160.3	Solyc02g081160.3
Solyc02g081170.4	Solyc02g081170.4	Solyc02g081170.4
Solyc02g081180.2	Solyc02g081180.2	Solyc02g081180.2
Solyc02g081190.4	Solyc02g081190.4	Solyc02g081190.4
Solyc02g081200.1	Solyc02g081200.1	Solyc02g081200.1
Solyc02g081210.3	Solyc02g081210.3	Solyc02g081210.3
Solyc02g081220.3	Solyc02g081220.3	Solyc02g081220.3
Solyc02g081230.4	Solyc02g081230.4	Solyc02g081230.4
Solyc02g081240.1	Solyc02g081240.1	Solyc02g081240.1
Solyc02g081250.3	Solyc02g081250.3	Solyc02g081250.3
Solyc02g081270.4	Solyc02g081270.4	Solyc02g081270.4
Solyc02g081290.4	Solyc02g081290.4	Solyc02g081290.4
Solyc02g081300.3	Solyc02g081300.3	Solyc02g081300.3
Solyc02g081310.3	Solyc02g081310.3	Solyc02g081310.3
Solyc02g081320.4	Solyc02g081320.4	Solyc02g081320.4
Solyc02g081330.4	Solyc02g081330.4	Solyc02g081330.4
Solyc02g081340.3	Solyc02g081340.3	Solyc02g081340.3
Solyc02g081345.1	Solyc02g081345.1	Solyc02g081345.1
Solyc02g081360.4	Solyc02g081360.4	Solyc02g081360.4
Solyc02g081370.2	Solyc02g081370.2	Solyc02g081370.2
Solyc02g081380.3	Solyc02g081380.3	Solyc02g081380.3
Solyc02g081390.3	Solyc02g081390.3	Solyc02g081390.3
Solyc02g081400.3	Solyc02g081400.3	Solyc02g081400.3
Solyc02g081410.3	Solyc02g081410.3	Solyc02g081410.3
Solyc02g081420.3	Solyc02g081420.3	Solyc02g081420.3
Solyc02g081430.3	Solyc02g081430.3	Solyc02g081430.3
Solyc02g081440.4	Solyc02g081440.4	Solyc02g081440.4
Solyc02g081450.2	Solyc02g081450.2	Solyc02g081450.2
Solyc02g081460.4	Solyc02g081460.4	Solyc02g081460.4
Solyc02g081470.4	Solyc02g081470.4	Solyc02g081470.4
Solyc02g081480.4	Solyc02g081480.4	Solyc02g081480.4
Solyc02g081500.3	Solyc02g081500.3	Solyc02g081500.3
Solyc02g081510.3	Solyc02g081510.3	Solyc02g081510.3
Solyc02g081520.3	Solyc02g081520.3	Solyc02g081520.3
Solyc02g081530.1	Solyc02g081530.1	Solyc02g081530.1
Solyc02g081540.2	Solyc02g081540.2	Solyc02g081540.2
Solyc02g081550.3	Solyc02g081550.3	Solyc02g081550.3
Solyc02g081560.1	Solyc02g081560.1	Solyc02g081560.1
Solyc02g081570.4	Solyc02g081570.4	Solyc02g081570.4
Solyc02g081580.3	Solyc02g081580.3	Solyc02g081580.3
Solyc02g081590.3	Solyc02g081590.3	Solyc02g081590.3
Solyc02g081600.4	Solyc02g081600.4	Solyc02g081600.4
Solyc02g081610.3	Solyc02g081610.3	Solyc02g081610.3
Solyc02g081620.3	Solyc02g081620.3	Solyc02g081620.3
Solyc02g081640.4	Solyc02g081640.4	Solyc02g081640.4
Solyc02g081650.3	Solyc02g081650.3	Solyc02g081650.3
Solyc02g081660.3	Solyc02g081660.3	Solyc02g081660.3
Solyc02g081670.1	Solyc02g081670.1	Solyc02g081670.1
Solyc02g081680.4	Solyc02g081680.4	Solyc02g081680.4
Solyc02g081690.1	Solyc02g081690.1	Solyc02g081690.1
Solyc02g081700.1	Solyc02g081700.1	Solyc02g081700.1
Solyc02g081720.2	Solyc02g081720.2	Solyc02g081720.2
Solyc02g081730.3	Solyc02g081730.3	Solyc02g081730.3
Solyc02g081740.2	Solyc02g081740.2	Solyc02g081740.2
Solyc02g081750.1	Solyc02g081750.1	Solyc02g081750.1
Solyc02g081760.2	Solyc02g081760.2	Solyc02g081760.2
Solyc02g081770.2	Solyc02g081770.2	Solyc02g081770.2
Solyc02g081780.3	Solyc02g081780.3	Solyc02g081780.3
Solyc02g081800.1	Solyc02g081800.1	Solyc02g081800.1
Solyc02g081810.4	Solyc02g081810.4	Solyc02g081810.4
Solyc02g081820.3	Solyc02g081820.3	Solyc02g081820.3
Solyc02g081830.4	Solyc02g081830.4	Solyc02g081830.4
Solyc02g081840.4	Solyc02g081840.4	Solyc02g081840.4
Solyc02g081850.4	Solyc02g081850.4	Solyc02g081850.4
Solyc02g081860.3	Solyc02g081860.3	Solyc02g081860.3
Solyc02g081870.4	Solyc02g081870.4	Solyc02g081870.4
Solyc02g081880.3	Solyc02g081880.3	Solyc02g081880.3
Solyc02g081890.4	Solyc02g081890.4	Solyc02g081890.4
Solyc02g081900.4	Solyc02g081900.4	Solyc02g081900.4
Solyc02g081910.2	Solyc02g081910.2	Solyc02g081910.2
Solyc02g081920.3	Solyc02g081920.3	Solyc02g081920.3
Solyc02g081930.3	Solyc02g081930.3	Solyc02g081930.3
Solyc02g081940.3	Solyc02g081940.3	Solyc02g081940.3
Solyc02g081950.4	Solyc02g081950.4	Solyc02g081950.4
Solyc02g081960.3	Solyc02g081960.3	Solyc02g081960.3
Solyc02g081970.4	Solyc02g081970.4	Solyc02g081970.4
Solyc02g081980.3	Solyc02g081980.3	Solyc02g081980.3
Solyc02g081990.3	Solyc02g081990.3	Solyc02g081990.3
Solyc02g082000.3	Solyc02g082000.3	Solyc02g082000.3
Solyc02g082010.3	Solyc02g082010.3	Solyc02g082010.3
Solyc02g082020.3	Solyc02g082020.3	Solyc02g082020.3
Solyc02g082030.3	Solyc02g082030.3	Solyc02g082030.3
Solyc02g082035.1	Solyc02g082035.1	Solyc02g082035.1
Solyc02g082040.3	Solyc02g082040.3	Solyc02g082040.3
Solyc02g082050.3	Solyc02g082050.3	Solyc02g082050.3
Solyc02g082060.2	Solyc02g082060.2	Solyc02g082060.2
Solyc02g082070.4	Solyc02g082070.4	Solyc02g082070.4
Solyc02g082080.1	Solyc02g082080.1	Solyc02g082080.1
Solyc02g082090.3	Solyc02g082090.3	Solyc02g082090.3
Solyc02g082100.4	Solyc02g082100.4	Solyc02g082100.4
Solyc02g082110.4	Solyc02g082110.4	Solyc02g082110.4
Solyc02g082120.3	Solyc02g082120.3	Solyc02g082120.3
Solyc02g082125.1	Solyc02g082125.1	Solyc02g082125.1
Solyc02g082130.2	Solyc02g082130.2	Solyc02g082130.2
Solyc02g082140.3	Solyc02g082140.3	Solyc02g082140.3
Solyc02g082150.1	Solyc02g082150.1	Solyc02g082150.1
Solyc02g082160.2	Solyc02g082160.2	Solyc02g082160.2
Solyc02g082170.3	Solyc02g082170.3	Solyc02g082170.3
Solyc02g082180.3	Solyc02g082180.3	Solyc02g082180.3
Solyc02g082190.3	Solyc02g082190.3	Solyc02g082190.3
Solyc02g082200.4	Solyc02g082200.4	Solyc02g082200.4
Solyc02g082210.4	Solyc02g082210.4	Solyc02g082210.4
Solyc02g082220.3	Solyc02g082220.3	Solyc02g082220.3
Solyc02g082230.4	Solyc02g082230.4	Solyc02g082230.4
Solyc02g082240.1	Solyc02g082240.1	Solyc02g082240.1
Solyc02g082250.4	Solyc02g082250.4	Solyc02g082250.4
Solyc02g082260.3	Solyc02g082260.3	Solyc02g082260.3
Solyc02g082270.3	Solyc02g082270.3	Solyc02g082270.3
Solyc02g082280.3	Solyc02g082280.3	Solyc02g082280.3
Solyc02g082290.4	Solyc02g082290.4	Solyc02g082290.4
Solyc02g082300.3	Solyc02g082300.3	Solyc02g082300.3
Solyc02g082310.2	Solyc02g082310.2	Solyc02g082310.2
Solyc02g082315.2	Solyc02g082315.2	Solyc02g082315.2
Solyc02g082320.1	Solyc02g082320.1	Solyc02g082320.1
Solyc02g082330.1	Solyc02g082330.1	Solyc02g082330.1
Solyc02g082340.3	Solyc02g082340.3	Solyc02g082340.3
Solyc02g082350.3	Solyc02g082350.3	Solyc02g082350.3
Solyc02g082360.4	Solyc02g082360.4	Solyc02g082360.4
Solyc02g082370.1	Solyc02g082370.1	Solyc02g082370.1
Solyc02g082375.1	Solyc02g082375.1	Solyc02g082375.1
Solyc02g082390.1	Solyc02g082390.1	Solyc02g082390.1
Solyc02g082400.4	Solyc02g082400.4	Solyc02g082400.4
Solyc02g082410.4	Solyc02g082410.4	Solyc02g082410.4
Solyc02g082420.3	Solyc02g082420.3	Solyc02g082420.3
Solyc02g082430.4	Solyc02g082430.4	Solyc02g082430.4
Solyc02g082440.2	Solyc02g082440.2	Solyc02g082440.2
Solyc02g082450.3	Solyc02g082450.3	Solyc02g082450.3
Solyc02g082460.3	Solyc02g082460.3	Solyc02g082460.3
Solyc02g082470.4	Solyc02g082470.4	Solyc02g082470.4
Solyc02g082480.3	Solyc02g082480.3	Solyc02g082480.3
Solyc02g082490.4	Solyc02g082490.4	Solyc02g082490.4
Solyc02g082500.1	Solyc02g082500.1	Solyc02g082500.1
Solyc02g082510.1	Solyc02g082510.1	Solyc02g082510.1
Solyc02g082520.3	Solyc02g082520.3	Solyc02g082520.3
Solyc02g082540.4	Solyc02g082540.4	Solyc02g082540.4
Solyc02g082550.3	Solyc02g082550.3	Solyc02g082550.3
Solyc02g082560.1	Solyc02g082560.1	Solyc02g082560.1
Solyc02g082570.3	Solyc02g082570.3	Solyc02g082570.3
Solyc02g082590.3	Solyc02g082590.3	Solyc02g082590.3
Solyc02g082600.4	Solyc02g082600.4	Solyc02g082600.4
Solyc02g082610.1	Solyc02g082610.1	Solyc02g082610.1
Solyc02g082630.2	Solyc02g082630.2	Solyc02g082630.2
Solyc02g082633.1	Solyc02g082633.1	Solyc02g082633.1
Solyc02g082635.1	Solyc02g082635.1	Solyc02g082635.1
Solyc02g082637.1	Solyc02g082637.1	Solyc02g082637.1
Solyc02g082660.3	Solyc02g082660.3	Solyc02g082660.3
Solyc02g082670.3	Solyc02g082670.3	Solyc02g082670.3
Solyc02g082680.4	Solyc02g082680.4	Solyc02g082680.4
Solyc02g082690.3	Solyc02g082690.3	Solyc02g082690.3
Solyc02g082700.3	Solyc02g082700.3	Solyc02g082700.3
Solyc02g082710.3	Solyc02g082710.3	Solyc02g082710.3
Solyc02g082720.4	Solyc02g082720.4	Solyc02g082720.4
Solyc02g082725.1	Solyc02g082725.1	Solyc02g082725.1
Solyc02g082730.3	Solyc02g082730.3	Solyc02g082730.3
Solyc02g082733.1	Solyc02g082733.1	Solyc02g082733.1
Solyc02g082737.1	Solyc02g082737.1	Solyc02g082737.1
Solyc02g082740.1	Solyc02g082740.1	Solyc02g082740.1
Solyc02g082750.4	Solyc02g082750.4	Solyc02g082750.4
Solyc02g082760.3	Solyc02g082760.3	Solyc02g082760.3
Solyc02g082770.3	Solyc02g082770.3	Solyc02g082770.3
Solyc02g082775.1	Solyc02g082775.1	Solyc02g082775.1
Solyc02g082780.1	Solyc02g082780.1	Solyc02g082780.1
Solyc02g082790.2	Solyc02g082790.2	Solyc02g082790.2
Solyc02g082800.3	Solyc02g082800.3	Solyc02g082800.3
Solyc02g082810.3	Solyc02g082810.3	Solyc02g082810.3
Solyc02g082820.3	Solyc02g082820.3	Solyc02g082820.3
Solyc02g082830.3	Solyc02g082830.3	Solyc02g082830.3
Solyc02g082840.3	Solyc02g082840.3	Solyc02g082840.3
Solyc02g082850.3	Solyc02g082850.3	Solyc02g082850.3
Solyc02g082860.3	Solyc02g082860.3	Solyc02g082860.3
Solyc02g082870.4	Solyc02g082870.4	Solyc02g082870.4
Solyc02g082880.2	Solyc02g082880.2	Solyc02g082880.2
Solyc02g082890.1	Solyc02g082890.1	Solyc02g082890.1
Solyc02g082900.3	Solyc02g082900.3	Solyc02g082900.3
Solyc02g082910.4	Solyc02g082910.4	Solyc02g082910.4
Solyc02g082920.4	Solyc02g082920.4	Solyc02g082920.4
Solyc02g082930.3	Solyc02g082930.3	Solyc02g082930.3
Solyc02g082940.3	Solyc02g082940.3	Solyc02g082940.3
Solyc02g082950.3	Solyc02g082950.3	Solyc02g082950.3
Solyc02g082960.3	Solyc02g082960.3	Solyc02g082960.3
Solyc02g082970.1	Solyc02g082970.1	Solyc02g082970.1
Solyc02g082980.1	Solyc02g082980.1	Solyc02g082980.1
Solyc02g082990.4	Solyc02g082990.4	Solyc02g082990.4
Solyc02g083000.1	Solyc02g083000.1	Solyc02g083000.1
Solyc02g083005.1	Solyc02g083005.1	Solyc02g083005.1
Solyc02g083010.1	Solyc02g083010.1	Solyc02g083010.1
Solyc02g083020.1	Solyc02g083020.1	Solyc02g083020.1
Solyc02g083030.1	Solyc02g083030.1	Solyc02g083030.1
Solyc02g083040.1	Solyc02g083040.1	Solyc02g083040.1
Solyc02g083050.1	Solyc02g083050.1	Solyc02g083050.1
Solyc02g083060.1	Solyc02g083060.1	Solyc02g083060.1
Solyc02g083070.2	Solyc02g083070.2	Solyc02g083070.2
Solyc02g083075.1	Solyc02g083075.1	Solyc02g083075.1
Solyc02g083090.1	Solyc02g083090.1	Solyc02g083090.1
Solyc02g083100.2	Solyc02g083100.2	Solyc02g083100.2
Solyc02g083110.1	Solyc02g083110.1	Solyc02g083110.1
Solyc02g083120.3	Solyc02g083120.3	Solyc02g083120.3
Solyc02g083130.4	Solyc02g083130.4	Solyc02g083130.4
Solyc02g083140.3	Solyc02g083140.3	Solyc02g083140.3
Solyc02g083150.3	Solyc02g083150.3	Solyc02g083150.3
Solyc02g083160.3	Solyc02g083160.3	Solyc02g083160.3
Solyc02g083170.3	Solyc02g083170.3	Solyc02g083170.3
Solyc02g083180.4	Solyc02g083180.4	Solyc02g083180.4
Solyc02g083190.2	Solyc02g083190.2	Solyc02g083190.2
