locus_name	symbol	full_name
Solyc06g066245.1	Solyc06g066245.1	Solyc06g066245.1
Solyc06g066270.1	Solyc06g066270.1	Solyc06g066270.1
Solyc06g066290.3	Solyc06g066290.3	Solyc06g066290.3
Solyc06g066300.1	Solyc06g066300.1	Solyc06g066300.1
Solyc06g066310.3	Solyc06g066310.3	Solyc06g066310.3
Solyc06g066320.3	Solyc06g066320.3	Solyc06g066320.3
Solyc06g066330.3	Solyc06g066330.3	Solyc06g066330.3
Solyc06g066340.4	Solyc06g066340.4	Solyc06g066340.4
Solyc06g066345.1	Solyc06g066345.1	Solyc06g066345.1
Solyc06g066360.3	Solyc06g066360.3	Solyc06g066360.3
Solyc06g066370.4	Solyc06g066370.4	Solyc06g066370.4
Solyc06g066380.1	Solyc06g066380.1	Solyc06g066380.1
Solyc06g066390.3	Solyc06g066390.3	Solyc06g066390.3
Solyc06g066400.3	Solyc06g066400.3	Solyc06g066400.3
Solyc06g066410.3	Solyc06g066410.3	Solyc06g066410.3
Solyc06g066420.4	Solyc06g066420.4	Solyc06g066420.4
Solyc06g066430.3	Solyc06g066430.3	Solyc06g066430.3
Solyc06g066440.3	Solyc06g066440.3	Solyc06g066440.3
Solyc06g066460.3	Solyc06g066460.3	Solyc06g066460.3
Solyc06g066470.4	Solyc06g066470.4	Solyc06g066470.4
Solyc06g066475.1	Solyc06g066475.1	Solyc06g066475.1
Solyc06g066480.1	Solyc06g066480.1	Solyc06g066480.1
Solyc06g066490.1	Solyc06g066490.1	Solyc06g066490.1
Solyc06g066500.1	Solyc06g066500.1	Solyc06g066500.1
Solyc06g066510.1	Solyc06g066510.1	Solyc06g066510.1
Solyc06g066520.1	Solyc06g066520.1	Solyc06g066520.1
Solyc06g066530.1	Solyc06g066530.1	Solyc06g066530.1
Solyc06g066540.1	Solyc06g066540.1	Solyc06g066540.1
Solyc06g066550.3	Solyc06g066550.3	Solyc06g066550.3
Solyc06g066560.3	Solyc06g066560.3	Solyc06g066560.3
Solyc06g066570.4	Solyc06g066570.4	Solyc06g066570.4
Solyc06g066580.4	Solyc06g066580.4	Solyc06g066580.4
Solyc06g066590.4	Solyc06g066590.4	Solyc06g066590.4
Solyc06g066600.3	Solyc06g066600.3	Solyc06g066600.3
Solyc06g066610.4	Solyc06g066610.4	Solyc06g066610.4
Solyc06g066620.4	Solyc06g066620.4	Solyc06g066620.4
Solyc06g066630.1	Solyc06g066630.1	Solyc06g066630.1
Solyc06g066640.3	Solyc06g066640.3	Solyc06g066640.3
Solyc06g066650.4	Solyc06g066650.4	Solyc06g066650.4
Solyc06g066660.4	Solyc06g066660.4	Solyc06g066660.4
Solyc06g066670.4	Solyc06g066670.4	Solyc06g066670.4
Solyc06g066680.3	Solyc06g066680.3	Solyc06g066680.3
Solyc06g066690.4	Solyc06g066690.4	Solyc06g066690.4
Solyc06g066700.1	Solyc06g066700.1	Solyc06g066700.1
Solyc06g066710.1	Solyc06g066710.1	Solyc06g066710.1
Solyc06g066730.3	Solyc06g066730.3	Solyc06g066730.3
Solyc06g066740.3	Solyc06g066740.3	Solyc06g066740.3
Solyc06g066750.3	Solyc06g066750.3	Solyc06g066750.3
Solyc06g066760.3	Solyc06g066760.3	Solyc06g066760.3
Solyc06g066770.1	Solyc06g066770.1	Solyc06g066770.1
Solyc06g066780.3	Solyc06g066780.3	Solyc06g066780.3
Solyc06g066790.3	Solyc06g066790.3	Solyc06g066790.3
Solyc06g066800.2	Solyc06g066800.2	Solyc06g066800.2
Solyc06g066810.3	Solyc06g066810.3	Solyc06g066810.3
Solyc06g066820.4	Solyc06g066820.4	Solyc06g066820.4
Solyc06g066830.4	Solyc06g066830.4	Solyc06g066830.4
Solyc06g066840.3	Solyc06g066840.3	Solyc06g066840.3
Solyc06g066850.1	Solyc06g066850.1	Solyc06g066850.1
Solyc06g066853.1	Solyc06g066853.1	Solyc06g066853.1
Solyc06g066857.1	Solyc06g066857.1	Solyc06g066857.1
Solyc06g066860.2	Solyc06g066860.2	Solyc06g066860.2
Solyc06g067860.3	Solyc06g067860.3	Solyc06g067860.3
Solyc06g067870.3	Solyc06g067870.3	Solyc06g067870.3
Solyc06g067880.3	Solyc06g067880.3	Solyc06g067880.3
Solyc06g067890.3	Solyc06g067890.3	Solyc06g067890.3
Solyc06g067900.3	Solyc06g067900.3	Solyc06g067900.3
Solyc06g067910.3	Solyc06g067910.3	Solyc06g067910.3
Solyc06g067920.3	Solyc06g067920.3	Solyc06g067920.3
Solyc06g067930.2	Solyc06g067930.2	Solyc06g067930.2
Solyc06g067940.4	Solyc06g067940.4	Solyc06g067940.4
Solyc06g067950.3	Solyc06g067950.3	Solyc06g067950.3
Solyc06g067960.3	Solyc06g067960.3	Solyc06g067960.3
Solyc06g067970.3	Solyc06g067970.3	Solyc06g067970.3
Solyc06g067980.3	Solyc06g067980.3	Solyc06g067980.3
Solyc06g067990.3	Solyc06g067990.3	Solyc06g067990.3
Solyc06g068000.2	Solyc06g068000.2	Solyc06g068000.2
Solyc06g068010.3	Solyc06g068010.3	Solyc06g068010.3
Solyc06g068020.1	Solyc06g068020.1	Solyc06g068020.1
Solyc06g068030.3	Solyc06g068030.3	Solyc06g068030.3
Solyc06g068040.3	Solyc06g068040.3	Solyc06g068040.3
Solyc06g068050.3	Solyc06g068050.3	Solyc06g068050.3
Solyc06g068055.1	Solyc06g068055.1	Solyc06g068055.1
Solyc06g068070.2	Solyc06g068070.2	Solyc06g068070.2
Solyc06g068080.4	Solyc06g068080.4	Solyc06g068080.4
Solyc06g068090.3	Solyc06g068090.3	Solyc06g068090.3
Solyc06g068100.1	Solyc06g068100.1	Solyc06g068100.1
Solyc06g068110.3	Solyc06g068110.3	Solyc06g068110.3
Solyc06g068120.4	Solyc06g068120.4	Solyc06g068120.4
Solyc06g068130.3	Solyc06g068130.3	Solyc06g068130.3
Solyc06g068140.3	Solyc06g068140.3	Solyc06g068140.3
Solyc06g068150.3	Solyc06g068150.3	Solyc06g068150.3
Solyc06g068160.3	Solyc06g068160.3	Solyc06g068160.3
Solyc06g068165.1	Solyc06g068165.1	Solyc06g068165.1
Solyc06g068170.2	Solyc06g068170.2	Solyc06g068170.2
Solyc06g068180.3	Solyc06g068180.3	Solyc06g068180.3
Solyc06g068190.2	Solyc06g068190.2	Solyc06g068190.2
Solyc06g068200.1	Solyc06g068200.1	Solyc06g068200.1
Solyc06g068210.3	Solyc06g068210.3	Solyc06g068210.3
Solyc06g068220.3	Solyc06g068220.3	Solyc06g068220.3
Solyc06g068230.4	Solyc06g068230.4	Solyc06g068230.4
Solyc06g068240.3	Solyc06g068240.3	Solyc06g068240.3
Solyc06g068250.1	Solyc06g068250.1	Solyc06g068250.1
Solyc06g068260.3	Solyc06g068260.3	Solyc06g068260.3
Solyc06g068270.3	Solyc06g068270.3	Solyc06g068270.3
Solyc06g068280.3	Solyc06g068280.3	Solyc06g068280.3
Solyc06g068290.1	Solyc06g068290.1	Solyc06g068290.1
Solyc06g068295.1	Solyc06g068295.1	Solyc06g068295.1
Solyc06g068310.1	Solyc06g068310.1	Solyc06g068310.1
Solyc06g068320.3	Solyc06g068320.3	Solyc06g068320.3
Solyc06g068330.1	Solyc06g068330.1	Solyc06g068330.1
Solyc06g068340.3	Solyc06g068340.3	Solyc06g068340.3
Solyc06g068350.2	Solyc06g068350.2	Solyc06g068350.2
Solyc06g068360.3	Solyc06g068360.3	Solyc06g068360.3
Solyc06g068370.3	Solyc06g068370.3	Solyc06g068370.3
Solyc06g068380.4	Solyc06g068380.4	Solyc06g068380.4
Solyc06g068390.1	Solyc06g068390.1	Solyc06g068390.1
Solyc06g068400.3	Solyc06g068400.3	Solyc06g068400.3
Solyc06g068410.3	Solyc06g068410.3	Solyc06g068410.3
Solyc06g068420.1	Solyc06g068420.1	Solyc06g068420.1
Solyc06g068430.4	Solyc06g068430.4	Solyc06g068430.4
Solyc06g068440.4	Solyc06g068440.4	Solyc06g068440.4
Solyc06g068450.3	Solyc06g068450.3	Solyc06g068450.3
Solyc06g068460.3	Solyc06g068460.3	Solyc06g068460.3
Solyc06g068470.3	Solyc06g068470.3	Solyc06g068470.3
Solyc06g068480.3	Solyc06g068480.3	Solyc06g068480.3
Solyc06g068490.3	Solyc06g068490.3	Solyc06g068490.3
Solyc06g068500.3	Solyc06g068500.3	Solyc06g068500.3
Solyc06g068510.1	Solyc06g068510.1	Solyc06g068510.1
Solyc06g068520.3	Solyc06g068520.3	Solyc06g068520.3
Solyc06g068530.1	Solyc06g068530.1	Solyc06g068530.1
Solyc06g068540.3	Solyc06g068540.3	Solyc06g068540.3
Solyc06g068550.4	Solyc06g068550.4	Solyc06g068550.4
Solyc06g068560.3	Solyc06g068560.3	Solyc06g068560.3
Solyc06g068570.4	Solyc06g068570.4	Solyc06g068570.4
Solyc06g068580.1	Solyc06g068580.1	Solyc06g068580.1
Solyc06g068590.4	Solyc06g068590.4	Solyc06g068590.4
Solyc06g068600.3	Solyc06g068600.3	Solyc06g068600.3
Solyc06g068605.1	Solyc06g068605.1	Solyc06g068605.1
Solyc06g068610.3	Solyc06g068610.3	Solyc06g068610.3
Solyc06g068620.3	Solyc06g068620.3	Solyc06g068620.3
Solyc06g068630.4	Solyc06g068630.4	Solyc06g068630.4
Solyc06g068640.3	Solyc06g068640.3	Solyc06g068640.3
Solyc06g068650.4	Solyc06g068650.4	Solyc06g068650.4
Solyc06g068660.3	Solyc06g068660.3	Solyc06g068660.3
Solyc06g068670.3	Solyc06g068670.3	Solyc06g068670.3
Solyc06g068680.3	Solyc06g068680.3	Solyc06g068680.3
Solyc06g068690.4	Solyc06g068690.4	Solyc06g068690.4
Solyc06g068700.4	Solyc06g068700.4	Solyc06g068700.4
Solyc06g068710.3	Solyc06g068710.3	Solyc06g068710.3
Solyc06g068720.3	Solyc06g068720.3	Solyc06g068720.3
Solyc06g068730.1	Solyc06g068730.1	Solyc06g068730.1
Solyc06g068740.4	Solyc06g068740.4	Solyc06g068740.4
Solyc06g068750.3	Solyc06g068750.3	Solyc06g068750.3
Solyc06g068760.3	Solyc06g068760.3	Solyc06g068760.3
Solyc06g068770.3	Solyc06g068770.3	Solyc06g068770.3
Solyc06g068780.3	Solyc06g068780.3	Solyc06g068780.3
Solyc06g068790.4	Solyc06g068790.4	Solyc06g068790.4
Solyc06g068800.3	Solyc06g068800.3	Solyc06g068800.3
Solyc06g068810.4	Solyc06g068810.4	Solyc06g068810.4
Solyc06g068815.1	Solyc06g068815.1	Solyc06g068815.1
Solyc06g068820.3	Solyc06g068820.3	Solyc06g068820.3
Solyc06g068830.2	Solyc06g068830.2	Solyc06g068830.2
Solyc06g068840.3	Solyc06g068840.3	Solyc06g068840.3
Solyc06g068850.4	Solyc06g068850.4	Solyc06g068850.4
Solyc06g068853.1	Solyc06g068853.1	Solyc06g068853.1
Solyc06g068857.1	Solyc06g068857.1	Solyc06g068857.1
Solyc06g068860.3	Solyc06g068860.3	Solyc06g068860.3
Solyc06g068870.3	Solyc06g068870.3	Solyc06g068870.3
Solyc06g068880.3	Solyc06g068880.3	Solyc06g068880.3
Solyc06g068890.1	Solyc06g068890.1	Solyc06g068890.1
Solyc06g068900.4	Solyc06g068900.4	Solyc06g068900.4
Solyc06g068910.3	Solyc06g068910.3	Solyc06g068910.3
Solyc06g068920.3	Solyc06g068920.3	Solyc06g068920.3
Solyc06g068930.2	Solyc06g068930.2	Solyc06g068930.2
Solyc06g068940.4	Solyc06g068940.4	Solyc06g068940.4
Solyc06g068950.4	Solyc06g068950.4	Solyc06g068950.4
Solyc06g068960.1	Solyc06g068960.1	Solyc06g068960.1
Solyc06g068970.3	Solyc06g068970.3	Solyc06g068970.3
Solyc06g068980.4	Solyc06g068980.4	Solyc06g068980.4
Solyc06g068990.4	Solyc06g068990.4	Solyc06g068990.4
Solyc06g069000.3	Solyc06g069000.3	Solyc06g069000.3
Solyc06g069010.3	Solyc06g069010.3	Solyc06g069010.3
Solyc06g069020.4	Solyc06g069020.4	Solyc06g069020.4
Solyc06g069030.3	Solyc06g069030.3	Solyc06g069030.3
Solyc06g069040.4	Solyc06g069040.4	Solyc06g069040.4
Solyc06g069060.1	Solyc06g069060.1	Solyc06g069060.1
Solyc06g069070.1	Solyc06g069070.1	Solyc06g069070.1
Solyc06g069080.3	Solyc06g069080.3	Solyc06g069080.3
Solyc06g069090.3	Solyc06g069090.3	Solyc06g069090.3
Solyc06g069100.3	Solyc06g069100.3	Solyc06g069100.3
Solyc06g069110.4	Solyc06g069110.4	Solyc06g069110.4
Solyc06g069120.3	Solyc06g069120.3	Solyc06g069120.3
Solyc06g069130.4	Solyc06g069130.4	Solyc06g069130.4
Solyc06g069135.1	Solyc06g069135.1	Solyc06g069135.1
Solyc06g069150.1	Solyc06g069150.1	Solyc06g069150.1
Solyc06g069155.1	Solyc06g069155.1	Solyc06g069155.1
Solyc06g069170.4	Solyc06g069170.4	Solyc06g069170.4
Solyc06g069180.3	Solyc06g069180.3	Solyc06g069180.3
Solyc06g069190.4	Solyc06g069190.4	Solyc06g069190.4
Solyc06g069210.3	Solyc06g069210.3	Solyc06g069210.3
Solyc06g069220.1	Solyc06g069220.1	Solyc06g069220.1
Solyc06g069230.3	Solyc06g069230.3	Solyc06g069230.3
Solyc06g069240.2	Solyc06g069240.2	Solyc06g069240.2
Solyc06g069245.1	Solyc06g069245.1	Solyc06g069245.1
Solyc06g069250.2	Solyc06g069250.2	Solyc06g069250.2
Solyc06g069260.1	Solyc06g069260.1	Solyc06g069260.1
Solyc06g069270.1	Solyc06g069270.1	Solyc06g069270.1
Solyc06g069280.4	Solyc06g069280.4	Solyc06g069280.4
Solyc06g069290.3	Solyc06g069290.3	Solyc06g069290.3
Solyc06g069300.1	Solyc06g069300.1	Solyc06g069300.1
Solyc06g069310.3	Solyc06g069310.3	Solyc06g069310.3
Solyc06g069320.4	Solyc06g069320.4	Solyc06g069320.4
Solyc06g069330.3	Solyc06g069330.3	Solyc06g069330.3
Solyc06g069340.1	Solyc06g069340.1	Solyc06g069340.1
Solyc06g069350.3	Solyc06g069350.3	Solyc06g069350.3
Solyc06g069360.3	Solyc06g069360.3	Solyc06g069360.3
Solyc06g069370.4	Solyc06g069370.4	Solyc06g069370.4
Solyc06g069380.4	Solyc06g069380.4	Solyc06g069380.4
Solyc06g069390.4	Solyc06g069390.4	Solyc06g069390.4
Solyc06g069400.4	Solyc06g069400.4	Solyc06g069400.4
Solyc06g069410.3	Solyc06g069410.3	Solyc06g069410.3
Solyc06g069420.3	Solyc06g069420.3	Solyc06g069420.3
Solyc06g069430.3	Solyc06g069430.3	Solyc06g069430.3
Solyc06g069440.3	Solyc06g069440.3	Solyc06g069440.3
Solyc06g069450.4	Solyc06g069450.4	Solyc06g069450.4
Solyc06g069460.3	Solyc06g069460.3	Solyc06g069460.3
Solyc06g069470.3	Solyc06g069470.3	Solyc06g069470.3
Solyc06g069480.3	Solyc06g069480.3	Solyc06g069480.3
Solyc06g069490.3	Solyc06g069490.3	Solyc06g069490.3
Solyc06g069500.3	Solyc06g069500.3	Solyc06g069500.3
Solyc06g069510.3	Solyc06g069510.3	Solyc06g069510.3
Solyc06g069520.3	Solyc06g069520.3	Solyc06g069520.3
Solyc06g069530.3	Solyc06g069530.3	Solyc06g069530.3
Solyc06g069540.1	Solyc06g069540.1	Solyc06g069540.1
Solyc06g069550.1	Solyc06g069550.1	Solyc06g069550.1
Solyc06g069560.3	Solyc06g069560.3	Solyc06g069560.3
Solyc06g069565.2	Solyc06g069565.2	Solyc06g069565.2
Solyc06g069570.3	Solyc06g069570.3	Solyc06g069570.3
Solyc06g069580.3	Solyc06g069580.3	Solyc06g069580.3
Solyc06g069590.3	Solyc06g069590.3	Solyc06g069590.3
Solyc06g069600.3	Solyc06g069600.3	Solyc06g069600.3
Solyc06g069610.1	Solyc06g069610.1	Solyc06g069610.1
Solyc06g069620.1	Solyc06g069620.1	Solyc06g069620.1
Solyc06g069630.4	Solyc06g069630.4	Solyc06g069630.4
Solyc06g069640.3	Solyc06g069640.3	Solyc06g069640.3
Solyc06g069650.4	Solyc06g069650.4	Solyc06g069650.4
Solyc06g069660.2	Solyc06g069660.2	Solyc06g069660.2
Solyc06g069670.4	Solyc06g069670.4	Solyc06g069670.4
Solyc06g069680.1	Solyc06g069680.1	Solyc06g069680.1
Solyc06g069690.4	Solyc06g069690.4	Solyc06g069690.4
Solyc06g069700.4	Solyc06g069700.4	Solyc06g069700.4
Solyc06g069710.3	Solyc06g069710.3	Solyc06g069710.3
Solyc06g069720.4	Solyc06g069720.4	Solyc06g069720.4
Solyc06g069730.3	Solyc06g069730.3	Solyc06g069730.3
Solyc06g069740.1	Solyc06g069740.1	Solyc06g069740.1
Solyc06g069760.3	Solyc06g069760.3	Solyc06g069760.3
Solyc06g069770.3	Solyc06g069770.3	Solyc06g069770.3
Solyc06g069780.4	Solyc06g069780.4	Solyc06g069780.4
Solyc06g069790.4	Solyc06g069790.4	Solyc06g069790.4
Solyc06g069800.2	Solyc06g069800.2	Solyc06g069800.2
Solyc06g069810.1	Solyc06g069810.1	Solyc06g069810.1
Solyc06g069820.4	Solyc06g069820.4	Solyc06g069820.4
Solyc06g069850.3	Solyc06g069850.3	Solyc06g069850.3
Solyc06g069860.4	Solyc06g069860.4	Solyc06g069860.4
Solyc06g069870.3	Solyc06g069870.3	Solyc06g069870.3
Solyc06g069880.1	Solyc06g069880.1	Solyc06g069880.1
Solyc06g069890.4	Solyc06g069890.4	Solyc06g069890.4
Solyc06g069900.3	Solyc06g069900.3	Solyc06g069900.3
Solyc06g070900.3	Solyc06g070900.3	Solyc06g070900.3
Solyc06g070910.3	Solyc06g070910.3	Solyc06g070910.3
Solyc06g070920.3	Solyc06g070920.3	Solyc06g070920.3
Solyc06g070930.3	Solyc06g070930.3	Solyc06g070930.3
Solyc06g070940.4	Solyc06g070940.4	Solyc06g070940.4
Solyc06g070950.2	Solyc06g070950.2	Solyc06g070950.2
Solyc06g070960.3	Solyc06g070960.3	Solyc06g070960.3
Solyc06g070970.3	Solyc06g070970.3	Solyc06g070970.3
Solyc06g070980.3	Solyc06g070980.3	Solyc06g070980.3
Solyc06g070990.3	Solyc06g070990.3	Solyc06g070990.3
Solyc06g071000.3	Solyc06g071000.3	Solyc06g071000.3
Solyc06g071010.4	Solyc06g071010.4	Solyc06g071010.4
Solyc06g071020.3	Solyc06g071020.3	Solyc06g071020.3
Solyc06g071030.3	Solyc06g071030.3	Solyc06g071030.3
Solyc06g071040.4	Solyc06g071040.4	Solyc06g071040.4
Solyc06g071050.4	Solyc06g071050.4	Solyc06g071050.4
Solyc06g071060.1	Solyc06g071060.1	Solyc06g071060.1
Solyc06g071070.1	Solyc06g071070.1	Solyc06g071070.1
Solyc06g071090.3	Solyc06g071090.3	Solyc06g071090.3
Solyc06g071100.4	Solyc06g071100.4	Solyc06g071100.4
Solyc06g071110.3	Solyc06g071110.3	Solyc06g071110.3
Solyc06g071120.3	Solyc06g071120.3	Solyc06g071120.3
Solyc06g071130.3	Solyc06g071130.3	Solyc06g071130.3
Solyc06g071140.3	Solyc06g071140.3	Solyc06g071140.3
Solyc06g071150.4	Solyc06g071150.4	Solyc06g071150.4
Solyc06g071160.3	Solyc06g071160.3	Solyc06g071160.3
Solyc06g071170.4	Solyc06g071170.4	Solyc06g071170.4
Solyc06g071180.3	Solyc06g071180.3	Solyc06g071180.3
Solyc06g071190.4	Solyc06g071190.4	Solyc06g071190.4
Solyc06g071200.3	Solyc06g071200.3	Solyc06g071200.3
Solyc06g071210.3	Solyc06g071210.3	Solyc06g071210.3
Solyc06g071220.1	Solyc06g071220.1	Solyc06g071220.1
Solyc06g071230.3	Solyc06g071230.3	Solyc06g071230.3
Solyc06g071240.3	Solyc06g071240.3	Solyc06g071240.3
Solyc06g071250.4	Solyc06g071250.4	Solyc06g071250.4
Solyc06g071260.4	Solyc06g071260.4	Solyc06g071260.4
Solyc06g071270.3	Solyc06g071270.3	Solyc06g071270.3
Solyc06g071280.4	Solyc06g071280.4	Solyc06g071280.4
Solyc06g071290.3	Solyc06g071290.3	Solyc06g071290.3
Solyc06g071300.1	Solyc06g071300.1	Solyc06g071300.1
Solyc06g071310.4	Solyc06g071310.4	Solyc06g071310.4
Solyc06g071320.3	Solyc06g071320.3	Solyc06g071320.3
Solyc06g071330.4	Solyc06g071330.4	Solyc06g071330.4
Solyc06g071335.1	Solyc06g071335.1	Solyc06g071335.1
Solyc06g071340.1	Solyc06g071340.1	Solyc06g071340.1
Solyc06g071350.4	Solyc06g071350.4	Solyc06g071350.4
Solyc06g071370.1	Solyc06g071370.1	Solyc06g071370.1
Solyc06g071380.3	Solyc06g071380.3	Solyc06g071380.3
Solyc06g071390.3	Solyc06g071390.3	Solyc06g071390.3
Solyc06g071400.3	Solyc06g071400.3	Solyc06g071400.3
Solyc06g071410.3	Solyc06g071410.3	Solyc06g071410.3
Solyc06g071420.3	Solyc06g071420.3	Solyc06g071420.3
Solyc06g071430.3	Solyc06g071430.3	Solyc06g071430.3
Solyc06g071440.4	Solyc06g071440.4	Solyc06g071440.4
Solyc06g071450.4	Solyc06g071450.4	Solyc06g071450.4
Solyc06g071460.3	Solyc06g071460.3	Solyc06g071460.3
Solyc06g071470.4	Solyc06g071470.4	Solyc06g071470.4
Solyc06g071475.1	Solyc06g071475.1	Solyc06g071475.1
Solyc06g071480.3	Solyc06g071480.3	Solyc06g071480.3
Solyc06g071490.3	Solyc06g071490.3	Solyc06g071490.3
Solyc06g071500.3	Solyc06g071500.3	Solyc06g071500.3
Solyc06g071510.3	Solyc06g071510.3	Solyc06g071510.3
Solyc06g071520.1	Solyc06g071520.1	Solyc06g071520.1
Solyc06g071530.4	Solyc06g071530.4	Solyc06g071530.4
Solyc06g071540.3	Solyc06g071540.3	Solyc06g071540.3
Solyc06g071550.3	Solyc06g071550.3	Solyc06g071550.3
Solyc06g071560.3	Solyc06g071560.3	Solyc06g071560.3
Solyc06g071570.3	Solyc06g071570.3	Solyc06g071570.3
Solyc06g071580.3	Solyc06g071580.3	Solyc06g071580.3
Solyc06g071590.3	Solyc06g071590.3	Solyc06g071590.3
Solyc06g071600.3	Solyc06g071600.3	Solyc06g071600.3
Solyc06g071610.3	Solyc06g071610.3	Solyc06g071610.3
Solyc06g071620.3	Solyc06g071620.3	Solyc06g071620.3
Solyc06g071630.2	Solyc06g071630.2	Solyc06g071630.2
Solyc06g071640.3	Solyc06g071640.3	Solyc06g071640.3
Solyc06g071650.3	Solyc06g071650.3	Solyc06g071650.3
Solyc06g071660.3	Solyc06g071660.3	Solyc06g071660.3
Solyc06g071670.1	Solyc06g071670.1	Solyc06g071670.1
Solyc06g071680.4	Solyc06g071680.4	Solyc06g071680.4
Solyc06g071690.3	Solyc06g071690.3	Solyc06g071690.3
Solyc06g071700.1	Solyc06g071700.1	Solyc06g071700.1
Solyc06g071710.1	Solyc06g071710.1	Solyc06g071710.1
Solyc06g071720.1	Solyc06g071720.1	Solyc06g071720.1
Solyc06g071730.3	Solyc06g071730.3	Solyc06g071730.3
Solyc06g071750.3	Solyc06g071750.3	Solyc06g071750.3
Solyc06g071760.1	Solyc06g071760.1	Solyc06g071760.1
Solyc06g071770.4	Solyc06g071770.4	Solyc06g071770.4
Solyc06g071780.4	Solyc06g071780.4	Solyc06g071780.4
Solyc06g071790.3	Solyc06g071790.3	Solyc06g071790.3
Solyc06g071800.4	Solyc06g071800.4	Solyc06g071800.4
Solyc06g071810.1	Solyc06g071810.1	Solyc06g071810.1
Solyc06g071820.3	Solyc06g071820.3	Solyc06g071820.3
Solyc06g071830.2	Solyc06g071830.2	Solyc06g071830.2
Solyc06g071840.3	Solyc06g071840.3	Solyc06g071840.3
Solyc06g071850.3	Solyc06g071850.3	Solyc06g071850.3
Solyc06g071860.3	Solyc06g071860.3	Solyc06g071860.3
Solyc06g071870.3	Solyc06g071870.3	Solyc06g071870.3
Solyc06g071880.4	Solyc06g071880.4	Solyc06g071880.4
Solyc06g071890.3	Solyc06g071890.3	Solyc06g071890.3
Solyc06g071900.3	Solyc06g071900.3	Solyc06g071900.3
Solyc06g071910.3	Solyc06g071910.3	Solyc06g071910.3
Solyc06g071920.4	Solyc06g071920.4	Solyc06g071920.4
Solyc06g071930.1	Solyc06g071930.1	Solyc06g071930.1
Solyc06g071940.3	Solyc06g071940.3	Solyc06g071940.3
Solyc06g071945.1	Solyc06g071945.1	Solyc06g071945.1
Solyc06g071950.3	Solyc06g071950.3	Solyc06g071950.3
Solyc06g071960.4	Solyc06g071960.4	Solyc06g071960.4
Solyc06g071970.1	Solyc06g071970.1	Solyc06g071970.1
Solyc06g071980.3	Solyc06g071980.3	Solyc06g071980.3
Solyc06g071990.4	Solyc06g071990.4	Solyc06g071990.4
Solyc06g072000.3	Solyc06g072000.3	Solyc06g072000.3
Solyc06g072010.2	Solyc06g072010.2	Solyc06g072010.2
Solyc06g072013.1	Solyc06g072013.1	Solyc06g072013.1
Solyc06g072017.1	Solyc06g072017.1	Solyc06g072017.1
Solyc06g072030.1	Solyc06g072030.1	Solyc06g072030.1
Solyc06g072040.1	Solyc06g072040.1	Solyc06g072040.1
Solyc06g072050.4	Solyc06g072050.4	Solyc06g072050.4
Solyc06g072060.1	Solyc06g072060.1	Solyc06g072060.1
Solyc06g072070.2	Solyc06g072070.2	Solyc06g072070.2
Solyc06g072075.1	Solyc06g072075.1	Solyc06g072075.1
Solyc06g072080.3	Solyc06g072080.3	Solyc06g072080.3
Solyc06g072085.1	Solyc06g072085.1	Solyc06g072085.1
Solyc06g072090.3	Solyc06g072090.3	Solyc06g072090.3
Solyc06g072100.3	Solyc06g072100.3	Solyc06g072100.3
Solyc06g072110.4	Solyc06g072110.4	Solyc06g072110.4
Solyc06g072120.3	Solyc06g072120.3	Solyc06g072120.3
Solyc06g072130.4	Solyc06g072130.4	Solyc06g072130.4
Solyc06g072140.4	Solyc06g072140.4	Solyc06g072140.4
Solyc06g072145.1	Solyc06g072145.1	Solyc06g072145.1
Solyc06g072160.3	Solyc06g072160.3	Solyc06g072160.3
Solyc06g072170.2	Solyc06g072170.2	Solyc06g072170.2
Solyc06g072180.1	Solyc06g072180.1	Solyc06g072180.1
Solyc06g072190.1	Solyc06g072190.1	Solyc06g072190.1
Solyc06g072200.1	Solyc06g072200.1	Solyc06g072200.1
Solyc06g072210.1	Solyc06g072210.1	Solyc06g072210.1
Solyc06g072220.1	Solyc06g072220.1	Solyc06g072220.1
Solyc06g072230.1	Solyc06g072230.1	Solyc06g072230.1
Solyc06g072240.1	Solyc06g072240.1	Solyc06g072240.1
Solyc06g072250.3	Solyc06g072250.3	Solyc06g072250.3
Solyc06g072253.1	Solyc06g072253.1	Solyc06g072253.1
Solyc06g072257.1	Solyc06g072257.1	Solyc06g072257.1
Solyc06g072270.4	Solyc06g072270.4	Solyc06g072270.4
Solyc06g072280.3	Solyc06g072280.3	Solyc06g072280.3
Solyc06g072290.3	Solyc06g072290.3	Solyc06g072290.3
Solyc06g072300.4	Solyc06g072300.4	Solyc06g072300.4
Solyc06g072310.3	Solyc06g072310.3	Solyc06g072310.3
Solyc06g072320.4	Solyc06g072320.4	Solyc06g072320.4
Solyc06g072330.3	Solyc06g072330.3	Solyc06g072330.3
Solyc06g072340.3	Solyc06g072340.3	Solyc06g072340.3
Solyc06g072350.3	Solyc06g072350.3	Solyc06g072350.3
Solyc06g072360.3	Solyc06g072360.3	Solyc06g072360.3
Solyc06g072370.3	Solyc06g072370.3	Solyc06g072370.3
Solyc06g072380.3	Solyc06g072380.3	Solyc06g072380.3
Solyc06g072385.1	Solyc06g072385.1	Solyc06g072385.1
Solyc06g072400.3	Solyc06g072400.3	Solyc06g072400.3
